Cycle,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
20,11.075849,10.245501,10.58127,10.310537,9.021909,9.285079,8.754201,8.982585,9.788733,9.84772,8.920573,9.325916,9.295667,9.912756,8.671015,9.247268,8.811675,9.032496,8.965947,9.067283,8.731514,8.934185,8.314071,8.772351,8.702777,8.714877,8.758738
21,11.756462,10.889815,11.269446,10.974513,9.206431,9.471114,8.929648,9.145932,9.97628,10.044341,8.938723,9.356166,9.316841,9.961155,8.684627,9.277517,8.8268,9.044596,8.976535,9.092995,8.739076,8.96141,8.329196,8.776888,8.716389,8.716389,8.740589
22,12.527824,11.599165,11.996946,11.686889,9.477164,9.758484,9.195843,9.439352,10.295412,10.363474,8.956873,9.37734,9.331966,9.992917,8.704289,9.298692,8.822262,9.047621,8.978047,9.100558,8.745126,8.962922,8.324658,8.778401,8.717902,8.710339,8.739076
23,13.336998,12.352377,12.789482,12.444638,9.917294,10.207689,9.607236,9.868894,10.761254,10.848978,9.006784,9.434814,9.378853,10.050391,8.742101,9.345578,8.823775,9.053671,8.984097,9.118707,8.751176,8.976535,8.332221,8.78445,8.726976,8.713364,8.739076
24,14.147684,13.101052,13.565382,13.179701,10.457247,10.771842,10.119965,10.419435,11.361707,11.475142,9.082408,9.521025,9.454477,10.14114,8.810163,9.418177,8.8026,9.047621,8.97351,9.123245,8.748151,8.97956,8.320121,8.769326,8.719414,8.698239,8.717902
25,14.981057,13.881489,14.370018,13.960137,11.140885,11.469092,10.752179,11.081899,12.092232,12.238942,9.253317,9.711597,9.632949,10.336249,8.968972,9.587574,8.825287,9.070308,8.996197,9.159544,8.775376,9.003759,8.327683,8.779913,8.723951,8.693702,8.719414
26,15.791744,14.636213,15.154992,14.717887,11.87746,12.20718,11.438843,11.809399,12.892331,13.070802,9.546737,10.024679,9.926369,10.670506,9.244243,9.876457,8.855537,9.10207,9.032496,9.207943,8.80865,9.041571,8.336758,8.788988,8.734539,8.699752,8.714877
27,16.635704,15.431775,15.982315,15.501349,12.691171,13.036016,12.199617,12.61706,13.77864,13.985849,10.020142,10.532871,10.41036,11.207434,9.679835,10.336249,8.93116,9.192818,9.124757,9.313816,8.897886,9.153494,8.363983,8.810163,8.769326,8.731514,8.749664
28,17.408579,16.147175,16.723428,16.207674,13.480683,13.837627,12.954342,13.402034,14.640751,14.876697,10.59942,11.157523,11.0214,11.874435,10.219789,10.914014,9.040059,9.330454,9.25483,9.455989,9.067283,9.301717,8.38062,8.8268,8.795038,8.748151,8.758738
29,18.061967,16.76124,17.351105,16.818714,14.233895,14.596889,13.653105,14.137097,15.448412,15.719145,11.264908,11.863848,11.723188,12.638235,10.833853,11.553791,9.218531,9.525563,9.448427,9.699497,9.280542,9.522538,8.38667,8.828312,8.7905,8.749664,8.757226
30,18.79098,17.437316,18.06953,17.499327,15.058194,15.424212,14.412367,14.934171,16.343797,16.643267,12.092232,12.741083,12.586811,13.580506,11.587065,12.352377,9.569425,9.924856,9.84772,10.132065,9.667735,9.952081,8.442631,8.888811,8.873686,8.819237,8.834362
31,19.373283,17.986344,18.63822,18.04533,15.784181,16.169862,15.10508,15.658646,17.137846,17.455465,12.905943,13.621343,13.456483,14.51824,12.349352,13.147939,10.039804,10.449685,10.377086,10.723442,10.209201,10.525308,8.52128,8.970485,8.96746,8.913011,8.926623
32,19.917773,18.489998,19.167586,18.555034,16.492019,16.8777,15.763007,16.346822,17.897108,18.244977,13.737804,14.497066,14.332206,15.457487,13.105589,13.945013,10.653869,11.14391,11.083411,11.485729,10.895864,11.249783,8.67404,9.135344,9.150469,9.105095,9.129295
33,20.373028,18.905928,19.597129,18.954327,17.119696,17.522014,16.357409,16.957861,18.591333,18.934665,14.509165,15.325902,15.162554,16.345309,13.833089,14.710325,11.352632,11.916785,11.866873,12.322128,11.668739,12.052907,8.934185,9.418177,9.472626,9.416665,9.451452
34,20.751147,19.24926,19.981297,19.320346,17.721661,18.122466,16.912487,17.529577,19.234135,19.598641,15.25784,16.113901,15.946016,17.192295,14.52429,15.437825,12.090719,12.710834,12.663947,13.178188,12.461275,12.871156,9.357678,9.862845,9.946031,9.888557,9.943006
35,21.049104,19.53058,20.27018,19.591079,18.232877,18.639733,17.399504,18.05138,19.814925,20.176407,15.926354,16.812664,16.685616,17.962144,15.162554,16.100288,12.797045,13.456483,13.430771,13.990387,13.219025,13.633443,9.882507,10.413385,10.541946,10.492034,10.552533
36,21.3153,19.765014,20.510663,19.813413,18.727456,19.140362,17.866858,18.523272,20.347316,20.702748,16.576718,17.515964,17.367742,18.692669,15.767544,16.740065,13.483708,14.197596,14.162809,14.779898,13.9435,14.392705,10.490521,11.048624,11.224071,11.15601,11.216509
37,21.531583,19.95861,20.736022,20.025159,19.190273,19.598641,18.287326,18.958865,20.831308,21.200352,17.186245,18.182965,18.042305,19.394457,16.345309,17.346567,14.153734,14.896359,14.885772,15.570922,14.6589,15.11718,11.142398,11.705038,11.918297,11.841161,11.910735
38,21.690393,20.108345,20.872145,20.156744,19.550242,19.966173,18.624608,19.312784,21.233626,21.595107,17.742835,18.775855,18.639733,20.034234,16.8777,17.89862,14.779898,15.555798,15.54521,16.32111,15.310777,15.784181,11.771587,12.361452,12.601935,12.515724,12.573198
39,21.825003,20.220268,21.006755,20.273205,19.866349,20.283792,18.930128,19.607716,21.573933,21.932389,18.255564,19.350596,19.214473,20.625611,17.361692,18.406812,15.371276,16.184987,16.192549,17.038022,15.929379,16.426983,12.387164,12.992154,13.273474,13.178188,13.2281
40,21.942976,20.342779,21.12624,20.371516,20.128007,20.543938,19.185736,19.886011,21.87794,22.222784,18.719894,19.866349,19.728714,21.17464,17.818459,18.896853,15.936941,16.782414,16.800564,17.661162,16.523781,17.044072,12.996691,13.619831,13.92535,13.831577,13.870901
