Cycle,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1,9.734284,9.027959,9.297179,9.094508,8.993172,9.437839,8.822262,9.024934,10.035267,9.992917,9.150469,9.5301,9.596649,10.115428,8.970485,9.673785,9.111145,9.424227,9.316841,9.251805,8.861587,9.121732,8.400282,8.981072,8.846462,8.935698,8.994684
2,9.758484,9.065771,9.315329,9.115682,9.015859,9.452964,8.846462,9.034009,10.029217,10.01258,9.170131,9.552787,9.632949,10.172902,8.987122,9.672273,9.111145,9.42574,9.360703,9.300204,8.922086,9.173156,8.448681,9.012834,8.866124,8.978047,9.023421
3,9.740334,9.032496,9.26693,9.08392,8.997709,9.410615,8.807138,9.005272,9.98838,9.96418,9.142907,9.502876,9.567912,10.136602,8.950823,9.620849,9.079383,9.397003,9.339528,9.289617,8.925111,9.167106,8.453219,8.994684,8.857049,8.959897,9.017371
4,9.660173,8.991659,9.206431,9.046108,8.946285,9.369778,8.760251,8.978047,9.908219,9.909731,9.08392,9.428764,9.490776,10.056441,8.911498,9.564887,9.041571,9.338016,9.316841,9.276005,8.938723,9.147444,8.409357,8.98561,8.823775,8.938723,8.990147
5,9.616311,8.944773,9.148957,9.002247,8.900911,9.319866,8.726976,8.932673,9.858307,9.846207,9.011322,9.328941,9.384903,9.956618,8.858562,9.501363,9.009809,9.283567,9.283567,9.259367,8.928136,9.097533,8.36852,8.96141,8.795038,8.916036,8.950823
6,9.487751,8.817725,9.011322,8.902423,8.80865,9.197356,8.624128,8.844949,9.714622,9.678323,8.916036,9.256342,9.307767,9.788733,8.773863,9.397003,8.944773,9.142907,9.215506,9.177694,8.869149,8.993172,8.297434,8.900911,8.728489,8.823775,8.891836
7,9.434814,8.7905,9.000734,8.819237,8.736051,9.07787,8.565142,8.746639,9.581524,9.558837,8.911498,9.280542,9.322891,9.809908,8.68614,9.297179,8.855537,9.058208,9.148957,9.073333,8.82075,8.887299,8.271722,8.860074,8.675552,8.764788,8.8147
8,9.443889,8.792013,9.017371,8.822262,8.752688,9.053671,8.553042,8.722439,9.545225,9.573962,8.935698,9.27298,9.316841,9.794783,8.65589,9.253317,8.8147,9.040059,9.061233,8.987122,8.754201,8.861587,8.280797,8.773863,8.609003,8.683115,8.743614
9,9.403052,8.770838,9.003759,8.795038,8.740589,9.030984,8.534892,8.717902,9.528588,9.569425,8.899398,9.263905,9.288104,9.785708,8.622616,9.227605,8.795038,9.000734,9.006784,8.925111,8.675552,8.8389,8.249035,8.728489,8.602954,8.666477,8.726976
10,9.418177,8.776888,9.017371,8.813187,8.760251,9.041571,8.53943,8.716389,9.540688,9.581524,8.922086,9.294154,9.310791,9.81142,8.619591,9.227605,8.79655,9.005272,8.994684,8.93116,8.671015,8.840412,8.247522,8.739076,8.612028,8.675552,8.726976
11,9.428764,8.776888,9.015859,8.804113,8.769326,9.068796,8.54548,8.734539,9.533125,9.584549,8.905448,9.283567,9.306254,9.815958,8.631691,9.247268,8.816212,9.026446,9.008297,8.964435,8.693702,8.867637,8.279284,8.751176,8.628666,8.684627,8.717902
12,9.459014,8.792013,9.027959,8.8147,8.770838,9.076358,8.562117,8.760251,9.546737,9.593624,8.906961,9.271467,9.295667,9.81142,8.63774,9.23668,8.8147,9.020396,9.006784,8.97351,8.719414,8.875199,8.288359,8.755713,8.642278,8.695214,8.723951
13,9.483214,8.8268,9.068796,8.8389,8.793525,9.082408,8.557579,8.758738,9.557325,9.614799,8.922086,9.288104,9.312304,9.82957,8.634715,9.24878,8.8147,9.017371,9.011322,8.984097,8.707314,8.885786,8.288359,8.749664,8.646815,8.704289,8.737564
14,9.475651,8.804113,9.044596,8.8147,8.764788,9.058208,8.53338,8.736051,9.522538,9.583037,8.894861,9.263905,9.280542,9.806883,8.613541,9.212481,8.785963,8.988634,8.965947,8.962922,8.699752,8.870661,8.268697,8.742101,8.636228,8.69219,8.714877
15,9.525563,8.843437,9.103583,8.861587,8.788988,9.062746,8.542455,8.740589,9.543713,9.592112,8.890324,9.26693,9.282054,9.809908,8.618078,9.22458,8.795038,8.996197,8.971997,8.987122,8.696727,8.884274,8.279284,8.743614,8.648328,8.693702,8.714877
16,9.611774,8.905448,9.191306,8.94931,8.807138,9.079383,8.556067,8.751176,9.561862,9.608749,8.900911,9.280542,9.274492,9.831083,8.633203,9.223068,8.8026,9.005272,8.968972,9.002247,8.705802,8.890324,8.280797,8.745126,8.65589,8.704289,8.719414
17,9.778146,9.055183,9.350116,9.105095,8.840412,9.105095,8.577241,8.778401,9.584549,9.649586,8.913011,9.286592,9.286592,9.864357,8.633203,9.229118,8.80865,9.017371,8.970485,9.024934,8.707314,8.905448,8.291384,8.751176,8.675552,8.711852,8.736051
18,10.033754,9.288104,9.604211,9.357678,8.869149,9.129295,8.605978,8.799575,9.605724,9.66471,8.914523,9.294154,9.288104,9.884019,8.636228,9.233655,8.804113,9.015859,8.962922,9.030984,8.701264,8.919061,8.298946,8.748151,8.675552,8.701264,8.728489
19,10.466322,9.678323,10.017117,9.764534,8.93116,9.192818,8.66194,8.867637,9.68286,9.740334,8.922086,9.316841,9.291129,9.903681,8.660428,9.251805,8.82075,9.032496,8.970485,9.061233,8.725464,8.938723,8.314071,8.770838,8.696727,8.711852,8.737564
