Cycle,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
17,8.35871,9.104441,9.337204,9.283832,8.544031,9.014005,9.58331,8.158564,8.720457,8.97101,8.324611,8.542549,9.145953,9.276419,9.187465,9.356478,9.089616,8.195628,8.286065,8.544031,9.131127,9.031796,8.327576,8.922086,8.831649,9.614444,8.993249,8.692288,9.246768,9.113337,9.193395,8.431356,9.181535,8.677462,9.037726,9.150401,1.793906,1.787975,1.793906,2.048907,1.908063,1.915476,1.801318,1.77908,1.786493,1.83097,1.869516,1.825039
18,8.373536,9.122232,9.35203,9.289762,8.541066,9.037726,9.593688,8.177837,8.720457,8.990284,8.323129,8.560339,9.151883,9.295692,9.183017,9.375751,9.092581,8.195628,8.303855,8.545514,9.141505,9.049586,8.333507,8.938394,8.834614,9.62927,8.994731,8.702666,9.254181,9.125197,9.208221,8.441734,9.193395,8.680427,9.049586,9.157814,1.795388,1.78501,1.792423,2.053355,1.913993,1.919924,1.801318,1.77315,1.786493,1.829487,1.862104,1.835417
19,8.391327,9.13261,9.362408,9.295692,8.554409,9.036243,9.608514,8.168942,8.742695,8.988801,8.367606,8.560339,9.154849,9.301623,9.205256,9.377234,9.099994,8.203041,8.299408,8.560339,9.151883,9.058482,8.337954,8.939876,8.853888,9.636683,9.014005,8.704148,9.266041,9.128162,9.215634,8.453595,9.220081,8.692288,9.055517,9.171157,1.792423,1.789458,1.789458,2.05632,1.913993,1.915476,1.799836,1.78501,1.787975,1.828005,1.868034,1.828005
20,8.385397,9.13854,9.350547,9.301623,8.532171,9.051069,9.595171,8.174872,8.732317,9.006592,8.35871,8.564787,9.154849,9.289762,9.19043,9.371303,9.085168,8.18525,8.302373,8.536618,9.163744,9.049586,8.34092,8.939876,8.837579,9.644096,8.999179,8.711561,9.257146,9.131127,9.209704,8.449147,9.217116,8.68784,9.056999,9.162261,1.798353,1.786493,1.79094,2.047424,1.916959,1.912511,1.802801,1.770184,1.792423,1.828005,1.862104,1.83097
21,8.423943,9.162261,9.380199,9.322379,8.567752,9.079238,9.632235,8.189698,8.775312,9.027348,8.388362,8.587026,9.1845,9.322379,9.209704,9.397989,9.104441,8.210454,8.321646,8.561822,9.19636,9.082203,8.354263,8.963597,8.859818,9.660404,9.039208,8.726387,9.282349,9.150401,9.234907,8.472868,9.24825,8.711561,9.07479,9.19636,1.793906,1.79094,1.787975,2.059285,1.913993,1.921406,1.804284,1.783528,1.79094,1.83097,1.869516,1.826522
22,8.452112,9.187465,9.399472,9.341652,8.573682,9.094063,9.664851,8.197111,8.790137,9.045139,8.395774,8.604816,9.200808,9.337204,9.233425,9.414298,9.123715,8.217866,8.34092,8.569235,9.214151,9.091098,8.360193,8.979906,8.871678,9.679677,9.042173,8.73973,9.28828,9.165227,9.239355,8.489176,9.252698,8.730835,9.092581,9.202291,1.795388,1.787975,1.796871,2.05632,1.916959,1.916959,1.807249,1.783528,1.786493,1.833935,1.866551,1.828005
23,8.434321,9.171157,9.386129,9.322379,8.558857,9.08665,9.648543,8.195628,8.778277,9.040691,8.388362,8.587026,9.193395,9.329791,9.221564,9.400955,9.122232,8.204523,8.333507,8.557374,9.217116,9.082203,8.360193,8.963597,8.873161,9.667817,9.037726,8.7338,9.289762,9.160779,9.237872,8.478798,9.243803,8.716009,9.095546,9.202291,1.795388,1.786493,1.789458,2.059285,1.915476,1.918441,1.802801,1.777597,1.79094,1.828005,1.868034,1.826522
24,8.453595,9.187465,9.392059,9.335722,8.561822,9.098511,9.658921,8.208971,8.800515,9.067377,8.401705,8.594438,9.212669,9.344617,9.239355,9.411333,9.131127,8.204523,8.339437,8.561822,9.231942,9.094063,8.369088,8.976941,8.880574,9.673747,9.052551,8.753073,9.313483,9.169674,9.246768,8.493624,9.257146,8.723422,9.094063,9.228977,1.801318,1.783528,1.79094,2.053355,1.918441,1.916959,1.802801,1.777597,1.792423,1.83097,1.866551,1.828005
25,8.463973,9.200808,9.395024,9.337204,8.564787,9.151883,9.682642,8.229727,8.816823,9.083685,8.422461,8.625572,9.24232,9.36389,9.266041,9.438019,9.157814,8.211936,8.35871,8.569235,9.240837,9.107406,8.382431,8.991766,8.898365,9.694503,9.059964,8.763451,9.319413,9.180052,9.24825,8.502519,9.261593,8.727869,9.105924,9.251215,1.796871,1.78501,1.793906,2.059285,1.915476,1.913993,1.807249,1.77908,1.792423,1.828005,1.872482,1.826522
26,8.486211,9.220081,9.412815,9.353512,8.57813,9.181535,9.719706,8.251966,8.856853,9.125197,8.449147,8.656706,9.276419,9.400955,9.301623,9.464705,9.188948,8.223797,8.372053,8.58406,9.261593,9.12075,8.400222,9.014005,8.930981,9.712294,9.091098,8.775312,9.349065,9.183017,9.276419,8.518827,9.274936,8.738247,9.119267,9.310518,1.798353,1.79094,1.793906,2.053355,1.919924,1.919924,1.808731,1.78501,1.792423,1.833935,1.869516,1.83097
27,8.487694,9.230459,9.418745,9.359443,8.582578,9.227494,9.762701,8.303855,8.908743,9.169674,8.495106,8.702666,9.334239,9.452844,9.360925,9.516595,9.24232,8.228244,8.394292,8.591473,9.282349,9.134093,8.426908,9.043656,8.96508,9.747875,9.12075,8.810893,9.384646,9.193395,9.277902,8.530688,9.277902,8.747143,9.122232,9.406885,1.799836,1.787975,1.795388,2.051872,1.918441,1.912511,1.811696,1.780562,1.796871,1.829487,1.870999,1.833935
28,8.495106,9.237872,9.426158,9.372786,8.594438,9.30607,9.841277,8.360193,9.003627,9.257146,8.557374,8.794585,9.436536,9.544764,9.460257,9.586275,9.317931,8.241588,8.413565,8.613712,9.295692,9.162261,8.455077,9.092581,9.033278,9.799765,9.169674,8.858335,9.443949,9.19043,9.283832,8.533653,9.282349,8.750108,9.12668,9.596653,1.793906,1.787975,1.795388,2.057802,1.915476,1.915476,1.804284,1.787975,1.793906,1.828005,1.872482,1.828005
29,8.51438,9.257146,9.458775,9.389094,8.618159,9.472118,10.026598,8.499554,9.19043,9.430606,8.707113,8.979906,9.657439,9.75084,9.661886,9.752323,9.497321,8.287547,8.471385,8.652258,9.338687,9.209704,8.51438,9.197843,9.17857,9.91244,9.29421,8.97101,9.565519,9.209704,9.292727,8.555892,9.28828,8.767899,9.135575,9.961365,1.801318,1.787975,1.795388,2.053355,1.919924,1.913993,1.810214,1.783528,1.792423,1.829487,1.873964,1.828005
30,8.52031,9.264558,9.488426,9.414298,8.653741,9.770114,10.349797,8.74566,9.526973,9.73305,8.954702,9.301623,10.036976,10.109621,10.020667,10.044388,9.795317,8.35871,8.541066,8.701183,9.383164,9.292727,8.631503,9.389094,9.438019,10.111104,9.492874,9.151883,9.784939,9.220081,9.295692,8.567752,9.289762,8.773829,9.141505,10.612211,1.799836,1.787975,1.795388,2.051872,1.921406,1.913993,1.811696,1.782045,1.795388,1.832452,1.866551,1.835417
31,8.529205,9.291245,9.552176,9.470635,8.707113,10.337937,10.966545,9.215634,10.154098,10.31125,9.432089,9.915405,10.751573,10.775294,10.690788,10.612211,10.367588,8.493624,8.698218,8.806445,9.478048,9.463222,8.831649,9.75084,9.940609,10.496571,9.882789,9.515112,10.213401,9.224529,9.30014,8.575165,9.297175,8.796067,9.150401,11.759718,1.798353,1.792423,1.798353,2.051872,1.913993,1.918441,1.811696,1.79094,1.79094,1.832452,1.872482,1.83097
32,8.539583,9.332757,9.676712,9.57145,8.80348,11.331256,12.042888,10.051801,11.225994,11.313465,10.289012,10.96951,11.98062,11.949487,11.847189,11.596636,11.35053,8.748625,8.978423,9.025865,9.652991,9.793835,9.224529,10.412065,10.815323,11.209686,10.585525,10.170407,10.987301,9.23639,9.313483,8.592956,9.304588,8.807928,9.154849,13.566967,1.798353,1.789458,1.792423,2.06225,1.921406,1.924371,1.807249,1.79094,1.793906,1.83097,1.875447,1.826522
33,8.551444,9.412815,9.902062,9.773079,8.979906,12.941324,13.752287,11.415763,12.892399,12.914637,11.6337,12.615159,13.873858,13.761183,13.648508,13.194842,12.941324,9.246768,9.506217,9.426158,9.982121,10.375001,9.922818,11.552159,12.262308,12.422425,11.790852,11.289744,12.288994,9.243803,9.317931,8.603334,9.309035,8.822754,9.168192,16.050266,1.798353,1.787975,1.796871,2.05632,1.925854,1.915476,1.811696,1.78501,1.792423,1.8369,1.869516,1.8369
34,8.558857,9.62927,10.330524,10.140755,9.314966,15.190377,16.142185,13.328273,15.185929,15.153313,13.547693,14.86866,16.426838,16.238552,16.112533,15.476512,15.19779,10.094796,10.397239,10.148168,10.585525,11.381664,11.082185,13.292692,14.331971,14.293424,13.612926,13.008039,14.243017,9.257146,9.326826,8.621125,9.320896,8.834614,9.172639,19.089527,1.798353,1.787975,1.799836,2.057802,1.925854,1.919924,1.807249,1.787975,1.799836,1.835417,1.873964,1.838383
35,8.567752,9.845725,11.083668,10.787154,9.90058,17.989463,19.089527,15.759683,17.927195,17.907922,15.967242,17.592135,19.47796,19.252609,19.101388,18.308215,17.995393,11.415763,11.80716,11.325326,11.614426,12.951702,12.784172,15.644042,16.963527,16.810822,16.047301,15.311948,16.828613,9.255663,9.335722,8.632985,9.323861,8.85537,9.1845,22.454953,1.799836,1.795388,1.795388,2.065215,1.919924,1.925854,1.807249,1.793906,1.792423,1.838383,1.870999,1.8369
36,8.603334,10.272704,12.358675,11.918353,10.925033,21.215528,22.471261,18.538012,21.056893,21.083579,18.730746,20.675873,22.887863,22.643239,22.456436,21.565413,21.212562,13.277866,13.783421,13.08365,13.249697,15.169621,15.03026,18.512809,20.020579,19.881218,18.975369,18.119929,19.927177,9.276419,9.36389,8.662636,9.347582,8.868713,9.200808,26.001252,1.802801,1.798353,1.801318,2.071145,1.921406,1.922889,1.814661,1.798353,1.798353,1.841348,1.875447,1.835417
37,8.581095,10.938376,14.142202,13.547693,12.389809,24.514238,25.938985,21.44236,24.219207,24.311127,21.617303,23.808537,26.337795,26.090206,25.89599,24.933805,24.540924,15.513577,16.192592,15.329738,15.448344,17.861962,17.629199,21.620268,23.243679,23.234783,22.145097,21.175498,23.245161,9.264558,9.35203,8.647811,9.338687,8.876126,9.194878,29.522348,1.801318,1.798353,1.799836,2.063733,1.921406,1.922889,1.811696,1.793906,1.793906,1.835417,1.872482,1.835417
38,8.598886,12.042888,16.487623,15.759683,14.406099,27.898938,29.50604,24.401563,27.40376,27.636523,24.576506,27.012363,29.844065,29.639471,29.399295,28.40301,28.008648,18.081382,18.978335,18.010219,18.195539,20.932357,20.50093,24.889328,26.549802,26.748466,25.458633,24.401563,26.703989,9.277902,9.360925,8.670049,9.3461,8.885021,9.203773,33.025653,1.802801,1.793906,1.799836,2.06225,1.927337,1.922889,1.813179,1.795388,1.799836,1.835417,1.875447,1.8369
39,8.598886,13.630717,19.221476,18.401616,16.80934,31.221369,33.007862,27.399313,30.50529,30.874449,27.516435,30.17023,33.308823,33.123502,32.852193,31.814396,31.402242,20.812269,21.894543,20.910119,21.294104,24.192521,23.485337,28.196934,29.855926,30.288835,28.781065,27.649866,30.168747,9.291245,9.372786,8.683392,9.353512,8.910225,9.212669,36.462242,1.807249,1.79094,1.802801,2.065215,1.931784,1.918441,1.816144,1.795388,1.796871,1.835417,1.879894,1.8369
40,8.621125,15.682589,22.162888,21.27483,19.504646,34.368858,36.401457,30.23991,33.467458,33.961152,30.305143,33.193183,36.58826,36.490411,36.174624,35.061217,34.73357,23.572808,24.929357,23.958276,24.60171,27.543122,26.503843,31.434859,33.07606,33.729872,32.047159,30.859623,33.547516,9.291245,9.372786,8.690805,9.359443,8.916155,9.217116,39.783191,1.804284,1.796871,1.802801,2.066698,1.922889,1.927337,1.810214,1.796871,1.798353,1.838383,1.876929,1.839865
