Cycle,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
28,9.717031,9.624771,9.446204,9.215554,9.645604,9.388169,9.31079,9.367337,9.077165,9.185793,9.379241,9.554832,9.475965,9.05782,9.647092,9.275077,9.758696,9.159008,8.478965,9.20365,9.596498,9.133711,9.46406,9.145616,8.95812,9.708102,9.188769,9.010202,8.825683,9.481917,9.496798,8.981929,9.307814,9.407514,9.178353,9.653044,9.334599,9.109902,9.304838,9.467037,9.267637,9.420907,9.423883,9.315254,9.797386,9.346504,9.09651,9.778041
29,9.733399,9.636675,9.459596,9.227459,9.647092,9.406026,9.327159,9.379241,9.09651,9.199186,9.404538,9.568225,9.489357,9.074189,9.657508,9.286981,9.773577,9.172401,8.486405,9.209602,9.60245,9.148592,9.470013,9.15752,8.984905,9.730423,9.209602,9.029547,8.842051,9.496798,9.511678,8.995322,9.319719,9.416443,9.185793,9.681317,9.34948,9.127759,9.313766,9.475965,9.278053,9.440251,9.444716,9.331623,9.812266,9.370313,9.114366,10.16196
30,9.715543,9.626259,9.446204,9.225971,9.636675,9.397098,9.327159,9.374777,9.106926,9.184305,9.379241,9.554832,9.477453,9.068237,9.657508,9.285493,9.760184,9.16496,8.477477,9.202162,9.590546,9.133711,9.455132,9.156032,8.983417,9.746792,9.200674,9.041451,8.85098,9.507214,9.51019,8.989369,9.315254,9.428347,9.191745,9.688757,9.35692,9.123295,9.313766,9.467037,9.273589,9.446204,9.444716,9.337575,9.831611,9.388169,9.124783,10.847956
31,9.722983,9.630723,9.453644,9.240851,9.645604,9.413466,9.339063,9.380729,9.124783,9.19621,9.397098,9.56376,9.481917,9.090557,9.682805,9.301862,9.783993,9.173889,8.484917,9.21109,9.592034,9.138175,9.46406,9.185793,9.047404,9.858396,9.222995,9.072701,8.874789,9.538463,9.533999,9.020619,9.327159,9.455132,9.208114,9.74084,9.388169,9.151568,9.336087,9.474477,9.281029,9.489357,9.46406,9.370313,9.882205,9.432811,9.172401,12.056261
32,9.736375,9.650068,9.465548,9.24978,9.64858,9.438763,9.358408,9.392634,9.132223,9.206626,9.404538,9.572689,9.49531,9.09651,9.720007,9.343528,9.804826,9.185793,8.496822,9.221507,9.603938,9.154544,9.483405,9.230435,9.115854,9.900062,9.222995,9.141151,8.937287,9.59501,9.581617,9.035499,9.350968,9.505726,9.24234,9.834587,9.44918,9.185793,9.371801,9.481917,9.286981,9.559296,9.493822,9.429835,9.980417,9.526559,9.25722,13.952049
33,9.736375,9.647092,9.46406,9.26466,9.653044,9.435787,9.362872,9.392634,9.136687,9.205138,9.411978,9.580129,9.49531,9.115854,9.775065,9.39561,9.833099,9.19621,8.492357,9.220019,9.603938,9.156032,9.481917,9.300374,9.252756,9.952144,9.233411,9.243828,9.045916,9.711078,9.639651,9.093534,9.359896,9.593522,9.298886,9.998274,9.554832,9.243828,9.414954,9.489357,9.29591,9.70215,9.538463,9.526559,10.158984,9.699174,9.397098,16.554665
34,9.761672,9.684293,9.483405,9.285493,9.672389,9.459596,9.379241,9.411978,9.156032,9.225971,9.437275,9.597986,9.516143,9.136687,9.904526,9.51019,9.910478,9.221507,8.519142,9.240851,9.629235,9.176865,9.49531,9.478941,9.507214,10.188746,9.24978,9.455132,9.258708,9.937263,9.781017,9.185793,9.383705,9.775065,9.425371,10.331599,9.773577,9.365848,9.519119,9.50275,9.309302,9.974465,9.630723,9.742328,10.495286,10.03994,9.697686,19.733161
35,9.792922,9.703638,9.511678,9.321207,9.69471,9.496798,9.41049,9.437275,9.176865,9.245316,9.465548,9.618819,9.532511,9.169425,10.138152,9.731911,10.051844,9.240851,8.535511,9.258708,9.647092,9.193234,9.517631,9.782505,9.992322,10.425347,9.270613,9.813754,9.633699,10.342016,10.019107,9.343528,9.409002,10.109878,9.653044,10.93724,10.169401,9.575665,9.722983,9.517631,9.322695,10.456596,9.772089,10.102438,11.072653,10.641116,10.242316,23.244982
36,9.766137,9.676853,9.489357,9.31079,9.682805,9.475965,9.388169,9.414954,9.16496,9.228947,9.453644,9.605426,9.517631,9.167937,10.508678,10.087557,10.252732,9.221507,8.534023,9.258708,9.630723,9.179841,9.505726,10.286958,10.772065,10.800338,9.258708,10.35392,10.187257,10.958072,10.364337,9.597986,9.398586,10.676829,10.033987,11.938704,10.83754,9.931311,10.031011,9.513166,9.312278,11.199138,9.984881,10.682781,11.950608,11.629187,11.126223,26.823766
37,9.800362,9.724471,9.528047,9.347992,9.712566,9.517631,9.428347,9.452156,9.193234,9.260196,9.487869,9.630723,9.553344,9.194722,11.257173,10.813731,10.705102,9.260196,8.556344,9.292934,9.66346,9.212578,9.533999,11.224435,12.123223,11.566689,9.289957,11.228899,11.063725,11.944656,10.959561,10.031011,9.429835,11.699126,10.760161,13.547297,12.011619,10.620283,10.648556,9.542928,9.346504,12.34048,10.40005,11.612819,13.255637,13.199091,12.560713,30.549868
38,9.783993,9.708102,9.508702,9.346504,9.688757,9.501262,9.407514,9.435787,9.178353,9.240851,9.474477,9.618819,9.536975,9.188769,12.407443,11.94168,11.414907,9.251268,8.557832,9.278053,9.657508,9.202162,9.525071,12.630652,13.98181,12.760113,9.279541,12.400002,12.190186,13.231828,11.800314,10.650044,9.428347,13.210995,11.889598,15.688615,13.699079,11.68871,11.638116,9.523583,9.337575,13.827052,10.986346,12.870229,14.899943,15.264518,14.499655,34.106331
39,9.778041,9.708102,9.51019,9.340551,9.691734,9.54144,9.416443,9.432811,9.182817,9.243828,9.474477,9.623283,9.535487,9.200674,14.167818,13.64402,12.638092,9.245316,8.548904,9.281029,9.65602,9.200674,9.531023,14.585962,16.417764,14.539832,9.272101,13.892526,13.602355,14.882086,12.891062,11.522047,9.429835,15.297255,13.550273,18.329921,15.971346,13.325576,13.144032,9.522095,9.337575,15.685639,11.891086,14.498167,16.895431,17.80166,16.905848,37.577975
40,9.80185,9.730423,9.526559,9.371801,9.712566,9.568225,9.434299,9.446204,9.197698,9.261684,9.49531,9.647092,9.559296,9.230435,16.548713,15.963906,14.501143,9.278053,8.574201,9.30335,9.667925,9.228947,9.550368,16.990667,19.261446,16.896919,9.298886,15.712424,15.254101,16.862694,14.276446,12.706543,9.444716,17.893919,15.746649,21.300088,18.703424,15.499631,15.210947,9.54888,9.34948,17.861182,13.185698,16.477286,19.176627,20.631949,19.65727,41.000512
