Cycle,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
25,0.142458656,-0.000428154,0.003695435,-0.002517389,0.013089873,0.00247663,0.004569706,-0.006953844,-0.00550456,-0.009471738,0.453010472,0.010686952,-0.009616559,0.001008137,0.00550257,0.01089179,0.009995855,0.026758597,0.001118853,0.004321293,-0.012903201,-0.013126179,-0.017056508,-0.011328665,0.013624261,-0.006118904,-0.024014594,-0.009359571,-0.018617007,-0.035939079,-0.009141787,0.298883893,0.367637132,0.392020885,-0.000785103,-0.013041565,-0.009232581,-0.005946929,-0.001593067,-0.019920669,0.399735165,0.360993218,0.011131611,-0.014070772,0.327398858,-0.004642085,-0.004164602,0.029301362
26,0.155923101,-0.00290518,-0.000191537,-0.005574516,0.011463386,0.002294249,0.004707487,-0.014401313,-0.006702294,-0.010657902,0.461534472,0.015764306,-0.006851071,0.005262276,0.00172431,0.016544854,0.018279613,0.032036572,0.009333477,0.010296846,-0.014273075,-0.008384511,-0.012491552,-0.009607747,0.014149578,-0.005238725,-0.028538555,-0.007829557,-0.018814455,-0.034969611,-0.005194649,0.30590356,0.376161132,0.405558885,0.000116699,-0.008558411,-0.015157817,-0.008566785,-0.006388187,-0.017502039,0.412270498,0.374531218,0.013593709,-0.008788661,0.332412858,-0.011299949,0.01191894,0.062694282
27,0.165376212,-0.00538254,0.001436825,-0.003617643,0.012343566,-0.000395132,0.001334934,-0.017336115,-0.001381696,-0.006830066,0.471061472,0.014323659,-7.42504E-05,0.01001808,-0.003056949,0.01768525,0.029571703,0.043331547,0.0215591,0.024796399,-0.015642949,-0.001637176,-0.006924262,-0.004878495,0.010162227,-0.00485988,-0.028048183,-0.006299877,-0.019513236,-0.034000143,-0.001749178,0.312923227,0.388696465,0.416088552,-0.000987166,-6.35911E-05,-0.017071387,-0.007676641,-0.015695975,-0.015584409,0.429318498,0.387567885,0.020067141,-0.010525884,0.340936858,-0.01745648,0.025996815,0.123664869
28,0.181347657,-0.008361233,0.00206252,-0.001159436,0.012722412,0.002431153,-0.003040285,-0.015758251,0.005944569,0.004017436,0.477579805,0.009874346,0.007705904,0.013269552,-0.002823876,0.018825647,0.058413461,0.065156188,0.046320057,0.039295953,-0.00698449,0.008620159,0.005161694,0.004363757,0.00567321,-0.003478368,-0.028059477,-0.004268863,-0.018708017,-0.016985675,0.004704627,0.322450227,0.398724798,0.428122552,0.002421303,0.006425229,-0.017480624,-0.007287831,-0.018986762,-0.014669778,0.449374832,0.407122885,0.036067573,-0.005745108,0.348959525,-0.020103011,0.045088689,0.24229779
29,0.193308102,-0.010838592,0.005195215,-0.000706896,0.016109592,0.004254439,-0.00440717,-0.010169053,0.021795168,0.025895938,0.488109472,0.0049237,0.026517058,0.01852669,-0.002590802,0.020968711,0.111322885,0.108541496,0.095650015,0.065829506,0.013707635,0.028404494,0.021760317,0.023634342,0.003691527,-0.001093856,-0.016037104,-0.003741849,-0.010883131,2.87929E-05,0.016172765,0.33498556,0.411761465,0.440156552,0.012348438,0.024446716,-0.01287586,-0.004893687,-0.019269216,-0.008239482,0.478456832,0.432193552,0.064101671,-0.000462664,0.359990858,-0.019741209,0.067690564,0.46923571
30,0.204265546,-0.012312952,0.006322243,-0.004767023,0.012477439,0.012596058,-0.003266723,0.012969811,0.0476741,0.057301441,0.493123472,0.00348272,0.059868879,0.022781161,0.001151939,0.026621774,0.220390642,0.187025804,0.197628305,0.109912725,0.049442095,0.062228162,0.052398606,0.05193026,0.007225176,0.005301989,0.003005268,-0.004718836,0.007973088,0.028575928,0.035161902,0.34451256,0.416775798,0.451187552,0.033807907,0.038958203,-0.00977543,-0.00350221,-0.013033336,0.006213149,0.515059832,0.465788218,0.111189436,0.019360446,0.366007858,-0.01887774,0.119875773,0.897740964
31,0.215222991,-0.002756311,0.012964605,-0.00782415,0.010850618,0.021940344,0.001383725,0.056666675,0.104139032,0.11879161,0.502650138,-0.001467927,0.123305366,0.030545299,0.007903012,0.035283171,0.410686733,0.339718779,0.387854929,0.200626945,0.11877122,0.126136497,0.097577562,0.104795178,0.020787492,0.017714835,0.048120974,0.000822512,0.049894307,0.065145729,0.053649707,0.351030893,0.427806798,0.464224218,0.082343709,0.06550369,0.002350333,0.009421601,0.00724221,0.037212446,0.566203832,0.511918218,0.188863201,0.049713556,0.372024858,-0.00798627,0.231227647,1.675228551
32,0.241222769,0.029363996,0.042671966,0.008673723,0.024767798,0.045825963,0.021577839,0.167051206,0.23581563,0.258502112,0.522205138,0.00260676,0.25342952,0.057363104,0.027690753,0.058485902,0.733355823,0.606733753,0.711958552,0.389116165,0.26531768,0.257233832,0.196407518,0.215823763,0.061927142,0.06221768,0.150899013,0.022408859,0.14596786,0.16038053,0.102222178,0.36757756,0.444854798,0.483779218,0.178513511,0.117119843,0.040549763,0.050926078,0.055596756,0.112837409,0.644925498,0.579608885,0.307151299,0.111655333,0.388069858,0.027975532,0.451385522,2.996246138
33,0.252681547,0.063991303,0.068869661,0.014140596,0.028154978,0.056674582,0.036757953,0.359165404,0.472286895,0.511030281,0.532233472,-0.004850886,0.484337675,0.086186576,0.04045916,0.083192298,1.179371914,0.988571728,1.170942176,0.721510718,0.530698805,0.483098167,0.361925474,0.409083682,0.129140125,0.132292859,0.339919719,0.056530539,0.321765746,0.324809998,0.176868316,0.374095893,0.455384465,0.494810218,0.341370979,0.19230233,0.096298194,0.118002556,0.147072635,0.255150039,0.729664165,0.653316218,0.448003064,0.216718444,0.396593858,0.088506668,0.819961064,4.978625392
34,0.261131991,0.117672277,0.113118023,0.029635469,0.033547824,0.071534535,0.060461734,0.726272269,0.913835494,0.98317645,0.540256138,-0.008297533,0.918818495,0.132559714,0.060247234,0.115921695,1.768290338,1.504286703,1.7753348,1.308622271,1.007675265,0.884456502,0.672351097,0.764801267,0.261536441,0.27507237,0.702429092,0.119733886,0.657012298,0.644175466,0.32572312,0.38111556,0.463908465,0.502331552,0.615040781,0.31411615,0.194666957,0.246752366,0.330306848,0.53133967,0.832954832,0.740561885,0.614928162,0.430587887,0.404616192,0.209207137,1.389602605,7.644929979
35,0.259554103,0.195922251,0.170403384,0.041620676,0.033926671,0.085893154,0.086171515,1.354113133,1.657735426,1.764191952,0.541760472,-0.012746846,1.668185983,0.199490518,0.088057974,0.159180425,2.473536095,2.135827677,2.50708609,2.235189491,1.784496057,1.53852617,1.208913387,1.374232852,0.498728091,0.535683882,1.345728797,0.243106567,1.246474851,1.206224268,0.587896925,0.381616893,0.465412465,0.500827218,1.034119583,0.49710197,0.35170072,0.49383551,0.684522394,1.032662966,0.942262498,0.834827218,0.804918261,0.829478331,0.404616192,0.448742273,2.174349814,10.86128257
36,0.273520214,0.335344558,0.273818413,0.082186215,0.054863517,0.12281544,0.137954296,2.357511331,2.817807024,2.942325121,0.552791472,-0.003658159,2.880356137,0.313052323,0.147457381,0.231521489,3.297616186,2.888208652,3.363187047,3.583443377,2.950412183,2.531549839,2.083928343,2.349695103,0.913419407,1.016916061,2.418236837,0.490829247,2.222525403,2.142326069,1.042111396,0.388135227,0.476944798,0.508348552,1.647244719,0.77736179,0.597484484,0.965550654,1.331562273,1.91004493,1.070623832,0.950151885,1.029505692,1.552280441,0.411635858,0.916920742,3.175707022,14.45569949
37,0.287987325,0.532429199,0.409825441,0.135788755,0.085828697,0.169766059,0.207286744,3.773069528,4.415109289,4.49200429,0.560814138,-0.002090473,4.621013958,0.476254128,0.233431788,0.340465219,4.198412277,3.72984096,4.312551005,5.334832264,4.517958975,3.869544507,3.353052966,3.739824355,1.563272723,1.817547573,3.999175876,0.937612594,3.660375955,3.529698204,1.755054201,0.39465356,0.483463132,0.517373885,2.461435521,1.165424944,0.935527581,1.777724465,2.405804486,3.29786356,1.213024832,1.073498885,1.276656791,2.733372551,0.418154192,1.742605878,4.354563563,18.22962174
38,0.299446103,0.800212506,0.578423802,0.207942961,0.120804877,0.226744678,0.295672525,5.564686393,6.388469888,6.321972792,0.564324138,-0.008044119,6.845533779,0.694109933,0.353000529,0.488519283,5.163389034,4.640166602,5.340636295,7.441721817,6.442009101,5.514904509,4.999238922,5.512029274,2.489403373,3.042373085,6.081526582,1.684239942,5.575068841,5.385890005,2.773857672,0.398664893,0.492488798,0.526399218,3.482208323,1.678339431,1.386388344,3.052700942,4.008033365,5.262305524,1.359436832,1.206372885,1.540855889,4.512147328,0.421664192,3.080232014,5.678328105,22.04967399
39,0.306392215,1.14421048,0.781118164,0.297145501,0.16931939,0.288737297,0.412137639,7.626564257,8.631590153,8.310888628,0.571343805,-0.018009099,9.4024896,0.978653404,0.505662602,0.67869168,6.177002791,5.603642243,6.437916585,9.818371037,8.651362227,7.406958844,6.934237878,7.564522859,3.680279689,4.721477597,8.543946954,2.821968289,7.89089106,7.64922814,4.11005481,0.40568456,0.497502798,0.534421885,4.702041458,2.345187251,1.951571108,4.858171086,6.142761245,7.754232154,1.520891165,1.346768218,1.821601321,6.892114438,0.427179858,5.048132483,7.111901646,25.81908392
40,0.307321493,1.322742621,0.880521692,0.337961541,0.187498403,0.316383249,0.466427587,8.696650288,9.787901085,9.323305797,0.573850805,-0.027723245,10.72873109,1.125559209,0.583112843,0.773094576,6.689706549,6.086013384,6.992168042,11.05054842,9.796469519,8.387698012,7.947391834,8.63299661,4.318099006,5.640943775,9.836072993,3.454775136,9.114137779,8.844810441,4.828763781,0.40869306,0.501263465,0.536928885,5.33948526,2.700909238,2.254265038,5.854363063,7.297480458,9.086394284,1.597105665,1.416213885,1.959945919,8.189784882,0.430188525,6.137559952,7.839237355,27.69115267
