Cycle,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A17,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B17,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C17,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,D17,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,E17,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,I01,I02,I03,I04,I05,I06,I07,I08,I09,I10,I11,I12,J01,J02,J03,J04,J05,J06,J07,J08,J09,J10,J11,J12,J16,K01,K02,K03,K04,K05,K06,K07,K08,K09,K10,K11,K12,L01,L02,L03,L04,L05,L06,L07,L08,L09,L10,L11,L12,L16,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,N01,N02,N03,N04,N05,N06,N07,N08,N09,N10,N11,N12,N16,O01,O02,O03,O04,O05,O07,O08,O09,O10,O11,P01,P02,P03,P04,P05,P07,P08,P09,P10,P11,P16
21,58.2064253,77.89454247,285.9750205,118.03928,236.1922491,208.6505459,91.65533857,215.5515786,181.4026046,231.2131645,129.5428305,112.4248709,3.537756135,95.94400803,223.1601021,201.0617241,211.5261735,124.9978818,308.4603926,201.8225378,139.4305074,322.7878328,159.5973741,181.8517756,241.9121598,-1.867158537,160.8551196,133.6648676,197.3830607,201.7247309,233.4181316,190.72667,65.45616525,473.6699653,95.22909729,159.5252529,210.5498856,327.9019963,-2.325661131,60.99151507,238.0937716,210.5699764,214.6525038,432.1608442,128.8390702,279.8623499,93.07217381,22.58906178,60.06590392,205.4852955,122.2156687,323.9868341,214.9270482,107.7067224,218.7494216,158.7510716,201.8077044,158.713247,143.2993182,113.9074376,84.40982534,103.1138656,91.9806239,403.9339635,310.9135606,80.16989134,211.8795752,214.1885064,185.8530043,116.4987995,105.7914394,282.3636046,213.092322,70.64898229,87.39883054,288.1301067,285.602419,149.0066053,115.6968536,127.8889741,249.2637999,126.8420077,78.12654052,70.64424863,177.1157243,159.1109422,100.4394137,165.2856474,136.0339362,90.74725959,203.1755927,180.4408782,185.2048547,165.4851247,233.524799,301.7073749,312.1105923,106.7739753,163.584819,245.4897479,25.73413205,168.8009261,85.57999922,127.885816,239.5911897,157.4342367,157.9302712,162.4725549,78.11879069,171.9472984,243.6130358,48.10142929,130.9278051,324.0916046,220.9827927,104.3748577,163.4722273,210.698109,222.9828056,252.5107137,465.6337508,77.98225586,82.68924318,51.32901304,172.2439397,128.9106451,85.97095488,95.61373455,89.26214871,71.03941172,222.3368842,101.281338,96.70497136,163.9052083,170.2248418,94.04217332,426.0452191,152.3805055,-6.103220622,217.6963134,161.3486074,210.5954497,144.4395497,192.0211509,416.8960254,207.7942592,127.4998339,170.0163169,371.7345886,117.385292,89.9720705,78.8627228,163.4734974,164.0194191,131.3407923,264.4687127,86.15223227,86.72155171,116.6940915,113.5621774,90.4648089,318.5048552,125.4498001,344.3737536,261.3748674,202.1491618,186.8945746,209.9926066,230.7857461,206.131411,239.8107448,142.6368383,124.7926889,293.3973723,144.5948576,3.992637241,142.0959411,132.4035253,155.9520847,365.5900179,226.5082004,127.6875034,150.3075438,241.623745,202.2823983,156.8333575,110.3865394,285.5254347,365.468341,173.8986806,66.41740823,110.6429199,249.8243136,213.5967785,171.936865,446.5886475,72.08264537
22,128.3839546,165.9567262,538.5066063,243.411255,447.3729711,422.2837037,197.7584988,411.4676683,349.83575,444.5089924,253.0375399,231.1813385,3.514166421,200.161311,425.602942,379.3693447,401.1044118,247.1094312,567.4171216,382.8471908,269.3024367,586.2228054,310.6614122,342.9132232,451.8200233,-2.03130124,322.102308,262.2928451,372.415553,377.1980264,435.2877364,365.784662,143.5941273,820.4641274,184.5267829,331.8401087,412.8421525,603.5722914,0.99900541,145.2825582,447.8052198,394.2031144,397.92746,768.5433022,250.4914113,526.4754838,186.9210803,53.6586875,128.5078992,388.8281691,235.8394338,587.026006,428.2148473,213.0221184,411.5176315,302.2447753,381.5055366,304.862576,281.9018816,222.0108278,173.894794,203.9067837,187.9075699,716.7122784,559.0629696,207.9286429,391.1799373,416.1379932,362.0589421,231.7192299,214.8406929,526.8038276,406.9247029,149.8856426,178.5637495,532.6777244,524.2965953,319.2992867,223.5445885,250.0825614,461.1791863,251.2314192,161.1767525,151.7053428,339.9949492,309.5485543,212.1656417,324.3138993,269.4297314,196.59169,382.3592607,342.2861605,354.0259436,313.5593849,451.135053,545.9011502,570.0457001,217.2290512,314.5261985,461.9703594,69.70431138,374.4156446,177.0637651,250.5998073,448.7430355,303.7836986,307.0407908,309.8256803,162.5215592,338.2274373,464.2654373,101.1415832,256.0537729,604.792933,419.7979902,208.0332438,319.7986614,393.2038568,422.2614295,479.6690061,809.1109042,160.673598,162.9445578,136.0931341,327.5313772,136.5217472,184.0103497,184.0258197,180.2350654,144.8719362,420.0443376,199.4816654,195.6601969,315.7996192,351.6117951,180.5719825,774.1339642,297.5468901,-8.080492292,407.8262555,308.6295529,402.603371,271.0817417,360.9627427,744.9987056,395.9537493,246.9801629,322.55786,672.4561302,230.2287868,93.745412,181.1610582,310.6778952,315.8249882,257.0245253,499.5327598,165.622671,180.3464997,225.2801573,229.2584873,178.4571071,582.4040665,251.8030342,628.008625,497.3224715,383.3085652,373.8803599,396.0885147,430.0597636,392.2692116,446.2190773,279.0326054,246.4023613,534.6147009,292.6228897,5.581641703,288.1863342,267.2803726,301.5780603,655.9010029,423.6644879,236.0420321,286.6277392,452.8248645,370.6074493,303.067156,220.0104668,552.9971149,683.0284916,348.0393326,168.1452944,234.3154074,477.6276974,395.6585763,336.3728488,838.3885145,75.29684653
23,267.1676333,320.1700896,917.1768166,453.3403451,784.5296302,769.1056521,377.7753927,709.3449366,623.6877788,780.8714845,453.86059,424.1556009,3.243839673,377.2541968,745.5586073,660.1355393,706.8780577,442.8003558,952.2253443,671.0942081,470.2320513,982.6846524,551.6060103,605.0796516,775.29812,0.254687782,585.0098372,479.5104666,657.7250186,661.6567432,759.2609768,655.4151435,279.269146,1270.022247,340.0081071,606.0405298,732.5382427,1015.706106,4.378173044,288.7614616,773.2990181,679.2473173,685.4762536,1249.841345,455.4291642,901.3605431,350.6966822,112.3458887,244.7456929,681.0514601,436.1850547,941.9578763,764.6077606,392.2615841,726.2008442,540.8323421,683.2776123,553.4283775,520.2361988,405.5080063,326.3026168,374.261475,347.7385673,1180.944226,900.7771685,422.4511325,683.6454764,738.6004461,647.8811885,425.9940672,402.440542,904.3988108,714.9048483,290.6095991,335.3243055,918.8740792,896.7458202,582.9354948,410.0936961,455.0152205,801.6409136,465.0768164,300.112526,292.3573106,610.0496634,560.6993506,401.3394577,586.468875,496.8109013,386.9303956,677.9836652,620.4808418,633.185552,561.7554693,791.0216492,901.7624625,955.9330375,397.5530993,564.5221585,802.6308159,141.4543277,704.8784072,332.6432372,462.2777175,779.5294583,550.0381108,547.0846313,565.7457112,305.9312822,610.5111654,805.6341785,196.7789179,471.0976937,1027.521969,737.0980211,388.4166742,571.8003609,690.0195629,737.5982105,828.0551803,1288.096267,303.038394,307.4118274,277.8275243,585.2933853,141.8628126,361.6751758,353.1621555,329.4269061,276.4885932,736.2803001,367.6557605,361.9007031,569.0756245,648.271315,332.5627572,1277.806907,539.853535,-6.764803039,722.9645137,558.8782838,703.9312869,484.2425778,635.2130228,1233.82572,700.1624712,451.7042102,579.587966,1117.605699,422.6709142,94.68199641,356.158421,551.9042298,575.7230967,473.6759413,873.9905483,302.8566757,329.6058196,406.1071779,426.0884671,330.7620878,981.7121638,447.904481,1063.30528,864.7070449,683.4005099,678.1484163,699.1363737,754.9496216,684.0669683,768.1535549,498.8590852,452.8715297,910.960196,542.4964227,7.102302855,535.896299,490.2009355,544.3685111,1120.899182,741.1425762,431.0550453,512.0106999,810.6044192,658.2259951,550.1712021,403.6699417,966.7936855,1191.20885,626.8675628,331.1705488,452.2636904,836.8925319,690.3213347,619.5954632,1383.872223,78.59564992
24,471.3744748,557.3044688,1379.138283,763.7278749,1252.446305,1228.333291,648.5012359,1117.464953,1028.5173,1260.715689,752.6227896,718.038099,3.20378631,639.1300032,1196.526505,1075.130292,1151.991299,740.3287413,1413.045478,1097.273359,761.6804266,1458.61122,895.2572343,984.5864016,1204.288505,9.462480695,957.8519661,794.6749289,1077.849337,1096.976487,1216.451617,1101.415094,490.4609932,1690.179037,572.9111571,1030.118893,1177.045967,1506.674862,12.21494303,516.0329731,1211.07492,1096.814275,1110.832769,1726.919066,751.9076323,1396.115166,597.8013102,204.662277,424.9154917,1091.703457,730.788601,1307.260227,1233.803931,654.5031577,1165.880495,877.9750037,1148.804332,908.1212558,862.4011402,676.7521878,558.7163586,638.4838444,597.7008977,1646.497244,1258.828317,730.9668887,1103.883581,1197.457927,1093.090215,715.0790627,682.8245818,1381.057028,1131.384106,503.7638378,573.6736371,1403.63177,1355.335554,946.2863732,683.3448273,766.5820051,1281.899248,788.193787,529.015069,512.4828156,1016.428625,937.5620454,685.8362945,962.2019606,820.0037132,670.9993696,1111.013714,1064.287932,1064.331454,928.0872359,1251.995405,1305.668172,1423.633525,678.5243072,924.2691499,1266.624214,262.4706158,1166.470753,573.6507704,784.0940421,1242.527699,914.9395235,906.2349251,936.732299,528.1336619,1037.470171,1301.456113,350.9847352,792.3005021,1519.2366,1190.687315,665.0515363,935.5375447,1156.494847,1196.943556,1320.980929,1751.799058,544.7392797,528.0624901,495.3976712,952.6635845,136.2555514,634.7707182,610.1941345,573.7171253,480.7569616,1215.473557,625.020312,627.9003802,930.0775084,1116.322105,565.9152895,1785.003262,892.0629549,-9.840523095,1185.177856,922.4915078,1160.809621,813.7587839,1062.799949,1728.005436,1142.174497,758.7594796,954.3369399,1570.262882,708.2963622,95.2319861,628.0066084,893.194731,965.2188232,790.8105595,1407.088083,510.6476584,564.7751314,681.6495604,717.6426269,576.4202064,1480.016363,755.0146231,1514.257812,1353.295958,1136.805829,1167.904481,1158.078861,1207.751575,1125.318947,1218.897352,825.4967687,765.2927939,1386.037681,878.6813126,2.40054643,887.4518085,825.6757222,899.4479933,1622.232234,1228.400853,718.6989433,848.7648516,1330.849808,1104.339733,912.3758126,679.4693257,1474.836849,1729.697547,1081.62761,597.2020074,780.8040992,1342.195923,1159.95337,1094.615128,1917.636148,75.94459066
25,800.4753638,916.8451911,1818.02905,1237.722372,1727.132334,1689.710956,1080.119228,1535.490789,1468.352708,1759.586018,1204.090945,1182.880151,0.658230824,1056.279432,1668.366212,1517.205859,1625.25263,1196.499808,1845.421364,1553.237212,1168.632874,1914.596456,1359.225071,1393.241166,1634.335842,18.14489576,1454.050319,1254.806251,1527.308706,1568.479033,1692.770736,1589.775419,815.8518504,2041.222992,966.6902328,1490.381825,1634.999382,1973.688859,23.10722126,867.883205,1649.029552,1530.8618,1558.878654,2157.688378,1196.449619,1887.223183,978.3873078,375.0813328,709.3073452,1521.251362,1160.233706,1638.52156,1713.445246,1080.181809,1619.136977,1351.386262,1663.161258,1415.473923,1365.212809,1100.071042,919.6842289,1069.267568,1020.820886,2076.180792,1590.784213,1185.78618,1544.185132,1679.555141,1584.964651,1174.970762,1143.988747,1852.885321,1559.681479,837.3221582,979.9963403,1878.650584,1796.074986,1374.801225,1126.718345,1250.990924,1781.336529,1277.072813,882.6870104,863.6377065,1465.256888,1479.165563,1145.962658,1490.450999,1298.990363,1141.932051,1569.943389,1566.097125,1545.20328,1440.250969,1716.676834,1679.9933,1868.182716,1129.000537,1423.951758,1738.015663,464.8883591,1637.867879,983.9137746,1288.924399,1720.336273,1450.528318,1417.105589,1477.473048,885.8817051,1513.099739,1817.020175,607.8550033,1294.873034,1982.754093,1662.957857,1135.375464,1433.912461,1669.549952,1679.01888,1827.034524,2161.636445,915.3039734,878.3982095,835.9210665,1430.636012,139.562759,1107.443348,1043.098877,949.7525807,813.1254937,1722.700282,1062.840458,1075.148749,1421.736497,1629.119573,985.2074818,2249.616106,1386.369519,-14.73300341,1674.16738,1438.144476,1642.323632,1314.662379,1529.74426,2178.095148,1610.966329,1236.475711,1462.894912,1992.130755,1146.038005,101.3789152,1077.254406,1352.322025,1507.297204,1300.468726,1955.115988,823.8386137,970.8417458,1128.541218,1169.394316,996.3789561,1959.253335,1234.675432,1941.271325,1832.647519,1630.689327,1716.701631,1651.75861,1678.34352,1592.894311,1681.951711,1307.819052,1226.468156,1844.64468,1328.817496,5.662667964,1364.911557,1312.006882,1422.301616,2122.122913,1758.238262,1194.797868,1321.304407,1882.737552,1592.160071,1437.33238,1110.322948,1953.011641,2256.076505,1585.140533,1047.718683,1300.106778,1862.547641,1675.360736,1648.85944,2385.123148,77.97897483
26,1264.896838,1421.644414,2185.40716,1721.181657,2156.686972,2096.154459,1540.613749,1912.423272,1896.829087,2219.201074,1660.60204,1670.770534,-1.117902942,1493.913347,2111.446926,1940.005795,2079.244504,1662.842013,2197.108189,1994.425059,1559.874268,2300.969207,1796.639403,1792.814125,2014.036862,41.37247216,1918.506794,1708.223704,1962.42214,2031.418733,2138.093195,2077.03802,1294.407897,2292.814504,1397.723213,1939.064112,2054.487946,2369.493121,43.20301889,1355.067133,2039.428163,1926.160399,1982.888845,2486.465684,1647.722428,2318.251462,1368.793154,643.0064148,1128.050614,1928.726289,1596.419307,1901.941388,2153.064852,1527.767117,2041.82667,1808.254273,2178.899111,1906.97434,1863.564126,1537.477628,1416.090868,1533.53641,1492.182055,2411.899953,1864.270997,1630.27912,1961.071007,2133.148877,2077.630648,1660.605241,1644.329635,2269.758756,1958.969683,1310.48097,1433.736353,2292.183514,2168.217256,1757.990789,1588.969272,1750.769014,2250.076387,1774.34354,1420.264524,1371.62099,1918.92874,2016.822233,1628.024078,1995.484253,1772.308677,1640.751473,2010.176161,2085.325215,2031.297006,1935.849707,2133.621652,1983.636878,2240.619749,1609.849703,1910.353746,2163.591512,791.4215923,2071.269164,1437.424958,1810.639934,2162.470226,1982.355899,1918.708057,2014.185991,1392.984924,2002.245821,2301.302078,1033.70845,1816.072796,2367.297814,2099.624306,1657.412505,1910.749681,2182.507072,2131.742815,2292.325836,2477.439787,1443.586968,1385.301521,1301.028272,1879.722331,141.9930078,1630.326666,1522.154066,1491.0964,1309.576137,2212.154007,1549.795548,1573.490286,1891.039229,2140.772226,1472.572736,2603.239731,1864.989402,-16.3804031,2138.785108,1939.492884,2102.727993,1835.648242,1994.806991,2505.61577,2060.586886,1728.410778,1953.064193,2319.548463,1597.326574,99.35251647,1569.335291,1782.854676,2034.088514,1827.729584,2457.065677,1278.548823,1434.93962,1601.054278,1639.655265,1472.453248,2364.00546,1725.497328,2274.649492,2245.689605,2117.597986,2271.787167,2134.600005,2113.904107,2044.029128,2108.221321,1791.372147,1699.70272,2234.600443,1755.141155,2.236268391,1815.631371,1799.803557,1940.092988,2536.350395,2279.870447,1716.977421,1790.105905,2410.350408,2080.328813,1955.271058,1564.922787,2348.762659,2677.460934,2096.076685,1557.69227,1847.240627,2343.562849,2190.837454,2254.280556,2724.217415,77.61259801
27,1717.525559,1897.223073,2446.202002,2161.276732,2472.552439,2382.516623,1985.232268,2176.577788,2233.276571,2558.967907,2078.098866,2132.072357,1.378882829,1910.4646,2454.452576,2259.963818,2430.350826,2083.542149,2433.471274,2341.483818,1886.187097,2580.226785,2157.228505,2111.464571,2287.096524,84.53500688,2300.663179,2108.055802,2302.41962,2399.934063,2480.678122,2467.014256,1773.940167,2451.28822,1834.699728,2290.907633,2363.77989,2651.734934,90.48357676,1819.360057,2323.386308,2205.708623,2302.78134,2701.177646,2061.378999,2627.258032,1735.199481,1057.627351,1554.158063,2243.876299,1996.724602,2086.16925,2482.761657,1954.502198,2364.911727,2196.005288,2600.670595,2327.648435,2305.036253,1945.882339,1894.869249,1992.529492,1975.847615,2638.822945,2060.051472,2021.140632,2282.150632,2475.253159,2476.824103,2127.716456,2141.255178,2584.8995,2262.826027,1770.309744,1906.617683,2595.400725,2427.016364,2054.865972,2025.434723,2217.577329,2614.05515,2231.010223,1963.895482,1877.153464,2293.933994,2500.753554,2090.929938,2428.364794,2196.646847,2123.484306,2354.563919,2520.313773,2431.122233,2359.098632,2440.908604,2190.192399,2500.020174,2081.817797,2338.197193,2476.852735,1259.856692,2400.546627,1905.093537,2300.069406,2494.380726,2455.748812,2358.333022,2490.277034,1894.851981,2412.528407,2673.071731,1514.469133,2304.415379,2639.512978,2426.528819,2194.092608,2315.417098,2596.854274,2477.204378,2637.198711,2689.448402,1958.828371,1885.206251,1746.682852,2249.213126,143.6880894,2164.322796,2014.080284,2021.992315,1816.095071,2596.914999,2050.881275,2091.470097,2287.315106,2558.584835,2003.069295,2830.096582,2277.904398,-13.70167478,2499.258001,2374.880654,2457.663056,2329.030565,2368.1671,2691.38005,2417.540984,2185.475316,2378.330321,2536.145718,2016.007267,102.8259825,2065.860864,2141.920629,2490.681137,2326.80694,2831.330873,1732.902742,1932.669078,2056.240587,2081.852505,1974.291267,2644.914672,2173.941101,2485.049661,2534.223049,2506.21366,2715.819813,2517.963396,2439.940992,2400.504925,2430.22125,2222.415642,2142.065761,2505.2977,2117.399894,0.235670845,2189.395761,2237.041063,2395.156668,2823.052406,2696.008058,2244.101449,2210.75577,2825.498946,2479.577064,2417.867039,2000.655944,2618.450227,2955.872689,2519.187491,2094.307847,2371.922709,2703.8382,2603.3036,2800.565588,2928.860186,79.60662377
28,2106.622469,2279.191258,2605.263557,2471.760951,2662.375339,2538.047699,2319.517954,2313.071468,2438.413585,2754.100782,2382.451797,2474.223527,-1.03564399,2223.174729,2671.100202,2445.455939,2648.445038,2373.121297,2564.053508,2561.239084,2085.083114,2755.342406,2388.81675,2316.275848,2446.551088,156.6566341,2544.993674,2388.41321,2517.047979,2633.88517,2696.954061,2710.425646,2196.080752,2541.55417,2195.173315,2505.543702,2543.894377,2829.899188,165.2405235,2204.608115,2492.642828,2347.435846,2492.330395,2823.608992,2363.94426,2807.098409,2015.171604,1493.772502,1942.662759,2446.983092,2295.154237,2200.623432,2685.208145,2272.850896,2570.929385,2451.663007,2875.921351,2606.418192,2612.731284,2243.485754,2302.100661,2352.005988,2369.078631,2774.653211,2184.59327,2299.689577,2481.28875,2682.214913,2730.512704,2483.182697,2534.771829,2786.296327,2457.66346,2158.805491,2298.955021,2781.799316,2576.480402,2239.802489,2354.033076,2562.712721,2847.067953,2570.726718,2445.969057,2326.351032,2544.741341,2850.203488,2435.59809,2727.72451,2504.503236,2494.518407,2574.68788,2806.961519,2687.550996,2646.871755,2622.979403,2311.052511,2656.017951,2452.571788,2644.893973,2660.156062,1725.293847,2611.112097,2293.490276,2659.661351,2695.199031,2790.942791,2660.663239,2827.858046,2330.002376,2689.755834,2905.014915,2014.541499,2662.6881,2806.520746,2616.389542,2630.747995,2585.843895,2855.927663,2682.724278,2840.042924,2822.004728,2395.905088,2323.19736,2122.69333,2491.602207,147.0126648,2594.674132,2413.05158,2475.193235,2277.709107,2846.045669,2461.558028,2522.834741,2553.815041,2827.465747,2459.613498,2952.894302,2555.688235,-8.016921783,2723.054541,2674.29745,2674.130342,2701.338378,2603.467433,2765.224198,2651.191383,2520.670891,2675.471613,2661.017001,2317.476775,104.5495407,2463.113091,2379.496996,2803.990904,2705.053245,3048.652219,2130.892202,2360.587487,2403.156947,2417.297695,2395.493802,2804.807777,2486.29828,2595.157969,2695.214699,2747.803225,2976.060396,2758.472582,2630.370331,2628.494032,2631.027704,2517.747237,2474.67211,2658.595389,2378.076463,0.220718083,2429.327598,2542.94196,2713.666257,2991.876541,2956.703087,2668.424953,2509.390486,3085.2763,2747.547613,2752.900584,2333.847219,2771.737398,3105.878437,2795.556516,2552.455124,2770.905516,2921.198939,2851.085105,3194.305758,3035.640897,81.03790905
29,2374.99554,2522.589407,2694.025104,2638.538338,2756.467307,2601.736327,2505.77406,2356.761873,2537.148552,2840.268931,2563.324329,2665.087795,1.798580158,2404.495062,2791.47084,2519.491046,2757.682005,2510.487374,2627.527171,2674.407573,2158.823424,2859.562458,2502.598011,2425.138218,2524.544507,287.4152561,2666.904823,2549.149692,2627.912156,2754.327498,2816.080965,2824.101404,2485.054812,2588.704125,2434.603275,2604.382088,2628.478866,2934.005197,294.9103164,2452.346744,2579.380236,2390.892375,2577.145593,2885.546344,2541.775653,2896.010765,2195.396792,1910.976988,2228.544461,2559.93254,2479.722392,2264.962854,2792.958447,2451.629862,2684.310458,2580.084701,3024.270955,2745.911394,2779.191808,2409.155598,2588.096938,2571.90587,2618.154233,2853.39624,2259.462034,2460.132429,2586.192135,2786.073341,2855.920101,2693.981577,2784.22255,2907.056131,2563.783036,2417.341981,2561.094888,2889.817599,2654.720085,2335.425295,2544.843202,2762.48954,2977.822071,2774.587359,2766.247996,2649.729606,2685.33501,3061.278055,2635.176167,2900.856705,2692.482844,2722.617078,2692.413275,2955.264874,2817.291765,2797.360505,2714.946672,2375.652672,2743.05441,2685.648424,2835.234257,2748.059176,2131.813375,2727.487558,2551.970226,2864.632374,2796.657054,2981.18675,2825.988497,3021.792339,2624.350038,2840.844529,3027.083675,2431.979784,2869.632088,2903.153703,2704.28461,2901.685739,2727.271115,2980.050563,2779.879189,2934.188658,2899.277797,2686.967599,2626.85644,2385.093856,2616.418439,152.4898039,2861.046137,2669.083966,2771.209538,2611.483803,2979.093301,2720.437987,2802.546508,2697.202676,2965.705521,2755.566564,3014.115925,2701.030107,7.196211394,2838.832651,2838.641794,2777.732824,2930.125894,2714.439464,2786.491505,2784.357037,2705.616699,2850.950095,2727.632366,2474.774367,107.913424,2710.557448,2508.358119,2977.776188,2932.310826,3151.863865,2398.438647,2652.67635,2604.908595,2620.730636,2673.7221,2886.106777,2640.388124,2642.441761,2769.414795,2861.818498,3075.424718,2877.079571,2716.99856,2746.286278,2740.770636,2665.129407,2680.581313,2730.853984,2545.314692,1.656521213,2547.067094,2707.107129,2885.556854,3081.93234,3087.725638,2928.656153,2683.673924,3219.234816,2899.366201,2952.688694,2530.987639,2845.667992,3173.677973,2932.284126,2858.250026,3003.602187,3027.564473,2951.884313,3422.528163,3081.872629,80.42524949
30,2525.301461,2640.068343,2736.678719,2701.300854,2794.675577,2615.522231,2573.885201,2354.712871,2569.960895,2863.590542,2652.358993,2743.354204,1.984476364,2483.410042,2852.107044,2536.364683,2801.413418,2544.343526,2651.749971,2721.780708,2158.315315,2918.211787,2542.568904,2476.508959,2559.026774,496.402308,2710.767366,2629.415914,2675.904164,2806.402751,2878.269109,2857.024343,2632.680711,2609.504458,2569.545264,2635.875452,2657.600039,2991.709307,510.0016551,2574.515203,2617.930544,2393.31834,2602.890595,2909.648292,2627.067797,2932.999552,2301.917503,2241.315613,2398.466716,2617.509136,2580.885877,2299.892838,2838.897073,2520.087285,2741.452163,2625.647322,3090.950067,2792.688719,2843.91523,2474.309517,2753.265843,2672.772048,2745.6063,2894.179795,2302.468026,2537.425678,2632.906905,2833.6416,2900.936964,2788.656522,2915.84015,2971.505761,2615.888003,2550.00084,2701.019467,2947.788675,2689.990836,2376.181148,2632.104708,2853.338186,3044.479481,2881.323667,2906.750246,2840.882312,2752.555772,3169.495008,2718.089311,2983.388507,2790.415154,2835.50228,2748.180197,3013.439232,2865.642374,2857.267712,2753.281815,2408.34975,2788.37869,2803.833648,2935.46399,2778.061474,2422.474611,2784.908207,2690.225051,2951.390074,2840.183741,3068.973101,2896.357418,3115.896816,2775.627976,2910.561262,3081.490899,2710.266333,2965.357557,2952.92707,2736.183034,3020.620993,2782.977767,3019.018079,2813.237846,2966.979324,2944.514545,2831.393141,2796.975752,2537.88274,2665.402221,148.6447975,2979.526826,2795.37122,2908.802412,2805.109614,3043.504599,2839.290676,2938.804969,2757.681102,3017.685801,2886.515099,3039.476377,2758.236294,24.20162095,2886.373384,2907.699742,2813.000824,3047.233052,2750.487131,2783.096633,2848.725661,2775.234394,2939.853699,2759.549618,2522.252524,109.2690128,2824.250351,2564.248745,3055.031019,3037.833798,3185.623362,2523.649051,2805.619795,2689.358634,2720.683372,2811.151871,2920.833372,2686.433755,2659.01054,2791.527733,2898.647115,3082.4592,2918.611661,2747.955845,2793.505195,2798.203261,2708.947033,2788.833275,2759.386003,2649.112318,0.775423637,2587.009175,2770.257866,2956.419616,3123.661376,3136.989698,3043.348418,2766.181116,3273.269952,2974.766027,3050.461645,2619.869792,2874.337726,3195.499388,2979.706771,3017.662388,3099.407814,3070.004379,2963.740063,3523.017122,3095.502441,82.38621001
31,2595.423988,2674.257986,2752.322784,2713.082964,2801.773727,2606.013782,2578.272193,2337.325601,2570.624478,2858.402874,2689.412599,2762.697664,-2.105159405,2502.71109,2878.631698,2527.488501,2812.815777,2532.821049,2657.185825,2734.027278,2134.677186,2948.720993,2548.685111,2497.01424,2568.009183,833.2039784,2719.352009,2670.37194,2689.455259,2826.725591,2906.017031,2852.358357,2680.56968,2617.074304,2632.437198,2634.942833,2661.52524,3020.177335,857.8792728,2615.740932,2630.380777,2385.162435,2601.696622,2913.499526,2659.228338,2943.497113,2362.960523,2458.673255,2478.765515,2644.0659,2629.771513,2314.932345,2854.551145,2532.418382,2766.26077,2633.752735,3115.420067,2798.665249,2856.095374,2486.151317,2837.427321,2704.695069,2799.370646,2912.60247,2326.702973,2566.250084,2652.150744,2853.341589,2903.877595,2818.69528,2974.188088,3004.790832,2636.395331,2601.999066,2761.666623,2978.305929,2704.486999,2390.042444,2659.712318,2881.165597,3073.537746,2927.632083,2923.299306,2932.333934,2780.876936,3220.778881,2738.828379,3016.543717,2836.410988,2883.176257,2770.903679,3028.719194,2874.827877,2866.896131,2764.469761,2422.611146,2809.678651,2848.828661,2981.663763,2780.539478,2591.209396,2804.393135,2750.710355,2974.760335,2855.171668,3102.742996,2917.403663,3155.97168,2828.764258,2938.458875,3100.644115,2853.474591,3005.599335,2977.355384,2742.715449,3046.073229,2793.694705,3019.58422,2816.277894,2971.414235,2965.721266,2880.986967,2868.221999,2615.791085,2677.217966,155.0565218,3009.437009,2842.093102,2944.437079,2895.396673,3070.064655,2867.621469,2979.350962,2777.396386,3026.147877,2912.557712,3048.037582,2770.486955,72.89502107,2899.606567,2927.376323,2817.15628,3103.724356,2747.786545,2775.54923,2873.376602,2783.651226,2976.265579,2771.511448,2513.431732,107.4389349,2856.085515,2583.05478,3080.992522,3070.845329,3193.857236,2549.53785,2859.746626,2705.580078,2756.753915,2856.994423,2935.255846,2690.059211,2659.39714,2792.12426,2900.570349,3061.554608,2925.433831,2750.13135,2803.051644,2826.262433,2706.666771,2838.207195,2765.383065,2711.903758,-1.050954431,2589.974803,2779.220988,2973.003986,3141.852748,3147.120182,3068.01839,2798.881923,3287.177806,3007.711872,3093.195146,2645.299699,2879.364287,3192.018148,2980.66115,3074.723808,3116.17242,3080.831048,2939.871176,3551.399713,3090.059285,84.75716454
