Cycle,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A17,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B17,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C17,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,D17,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,E17,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,I01,I02,I03,I04,I05,I06,I07,I08,I09,I10,I11,I12,J01,J02,J03,J04,J05,J06,J07,J08,J09,J10,J11,J12,J16,K01,K02,K03,K04,K05,K06,K07,K08,K09,K10,K11,K12,L01,L02,L03,L04,L05,L06,L07,L08,L09,L10,L11,L12,L16,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,N01,N02,N03,N04,N05,N06,N07,N08,N09,N10,N11,N12,N16,O01,O02,O03,O04,O05,O07,O08,O09,O10,O11,P01,P02,P03,P04,P05,P07,P08,P09,P10,P11,P16
11,8.369671673,8.433786783,3.537250938,7.327541669,6.42446303,-6.206374031,4.314723533,13.79124363,5.025132445,7.786250796,8.31263122,7.031553415,5.030376206,7.947787121,5.849216329,5.430163636,7.111649124,5.179893088,7.708042296,2.883039652,7.381138566,5.147626611,3.403882063,1.909918226,3.020182508,3.376326609,6.842655159,4.949832656,2.784844148,2.567001272,5.63826003,5.796139292,4.524972318,1.431668953,6.735829499,-5.48804512,2.250137876,5.9435613,6.264415372,11.2269888,1.066922294,3.540866546,6.500598032,2.869232285,5.544373812,4.65639354,4.214621798,7.646584957,0.488998791,2.323440823,3.770961784,5.210679815,13.3600012,8.444987062,0.617901841,6.54774813,8.04129145,3.469793666,4.852868536,5.297734831,10.02172118,2.690081164,7.24169229,4.507302556,3.856756657,4.400032559,4.431247071,5.072682682,2.543086539,3.055574657,7.013262798,1.374302014,3.757141282,5.223118206,6.154826561,3.626698661,2.957425963,2.712142401,2.578277089,5.868915657,5.304704663,1.451806152,6.389303684,7.085303925,3.153004571,8.249995901,3.119896145,5.622848376,4.462298144,16.55359207,3.033828209,3.677051035,6.966532208,5.100587354,3.638400945,4.00495868,4.906497272,7.510783692,4.521006464,4.528598736,6.442064995,-2.432269918,4.012766273,4.851286423,8.64355701,3.556772709,3.006768874,5.973769981,7.191335676,5.834962831,2.656522928,6.677439177,3.820313118,11.52031031,2.389172929,8.438971337,5.798289492,3.82718022,5.577213983,5.477203943,3.141450787,3.92847828,5.932767919,0.719277828,7.234695042,103.2705309,11.57734241,2.791699009,5.789479575,5.837347271,4.115496544,6.418807057,6.821681908,2.730718116,-4.221319787,5.98813945,1.674295912,6.823607227,13.99477634,6.440509641,4.168563503,1.022926396,-0.86384238,5.328381978,-2.192896576,4.372650892,11.16030945,2.753287163,2.557082202,8.372163018,62.96337499,16.33382421,2.371345742,6.515252159,5.546144473,1.127229273,6.222523726,5.013988272,4.706819029,4.040396899,2.945223976,-0.07966966,5.572030699,8.429072002,-1.57725529,3.702002452,3.059058858,2.195160705,0.359182103,3.448639214,-0.228529912,5.002557332,5.28452356,5.146106026,2.274910658,1.20233171,7.352240781,5.189606513,2.946063386,2.320414117,1.846730793,4.07064067,2.127752982,-0.294292834,2.598494977,4.244252421,3.456132391,1.662009412,4.001914784,6.051275543,1.905321243,4.440716564,5.973415298,7.998204455,9.485721597,-19.53254454,56.63834679
12,8.097476958,8.604471152,2.956577265,6.313589739,0.056075092,-16.51527743,4.475010252,0.55458501,4.441841609,3.53848836,4.558568818,2.17691875,5.829036129,8.047638355,6.22934617,1.925036241,0.959691035,3.138597125,-1.865057694,0.851568626,1.098843563,0.22015024,2.043909141,-0.176024737,0.759282185,5.009463946,3.558196529,2.384662913,3.624736882,0.586265459,2.105095976,1.983714456,1.625127719,0.21649555,1.5565736,-9.473835752,-2.837623564,-0.335031201,6.43001817,7.871513602,0.808450812,0.184062013,2.86455903,1.0390688,0.601480383,-2.359898095,-0.667559052,2.573461397,1.032103171,1.605016093,-1.667834352,1.703596332,7.648839352,3.470302452,-2.524799328,0.851680226,2.799189974,4.442035539,1.401616587,0.767477415,0.944449166,-2.102888712,5.06717245,-0.298342181,2.695902999,1.369669415,2.577847743,0.303402605,-1.840574569,2.11194312,1.974189532,0.72174487,2.788581059,-0.426857175,2.757883033,-0.892450455,-0.627954528,-2.569757651,2.355324901,-0.236747104,0.495558538,1.289948317,-0.317603604,3.023755477,3.804084713,2.832372623,1.693733908,0.753266862,0.527738109,9.127095364,-0.35261713,0.796711924,-0.579963158,0.673205842,-1.998474179,0.457247698,2.264998137,5.470324898,0.598783369,3.195131432,1.152607811,-13.32400845,-0.477974646,1.856249977,-0.845592001,5.734866945,0.946646618,1.237205439,1.784687273,-1.112490199,0.246976938,1.957101893,3.097856336,7.535778813,-0.586568746,0.974648686,0.417419915,-0.510764628,0.418485357,2.398495619,0.702155544,1.529465349,1.815394265,-3.078729238,2.478520872,102.2585326,7.432186644,3.289717502,3.841675098,-1.091116822,-1.127100669,0.960156356,0.729704414,-1.280898869,-10.13335968,2.801543162,-1.65319012,5.578822123,14.05456969,0.531873953,3.542092386,-0.335205889,1.378105048,2.898450239,-1.169626063,0.433551904,2.166357083,3.045308651,-1.703685767,3.946969479,63.89226695,12.26101663,1.537306141,1.449939651,2.873952339,-2.365514541,1.108976856,2.28839953,-0.470539354,3.280096298,2.563826862,-4.89185221,1.532891894,3.670947651,-5.299394913,1.673194465,-1.481327493,0.283623292,0.037602747,1.700507399,-0.35148292,1.15816942,2.174185449,2.304479398,-1.545864101,1.315141575,5.789715341,2.335789861,1.041066376,1.729870556,-0.789415986,0.068782992,1.956668828,-2.795901168,3.283856764,0.64133742,2.76641965,-4.093859572,-3.332115986,1.917038367,-3.909128488,-2.299154025,1.7857981,3.843679369,5.63862879,-27.67023622,56.80574633
13,2.932014444,4.379022705,-1.156224236,3.987670707,-0.379429247,-20.75448436,0.442870277,-2.679196804,-0.013222202,1.475887152,2.763403719,1.131209806,5.945575735,2.471974131,0.622096197,1.300911153,-0.085439153,-1.45013433,0.178453554,0.745025243,-3.286905372,1.584190706,-0.98688838,-0.395218379,-0.689832705,3.741245216,1.816249874,0.909151511,-0.038854047,0.670392249,-1.133536994,0.794961839,-2.294232912,-0.040843085,1.01313043,-14.22358367,-8.926074687,-0.587504759,4.862323572,0.437490743,-1.252173683,2.45175329,1.245226311,-0.24565154,0.118953651,1.827753611,2.998293754,3.111543865,0.62640313,0.594021655,2.336918197,-0.403436078,2.837264917,2.734065548,-3.997991606,-0.316791484,2.612662327,-0.587158003,3.226605025,3.372376337,1.626835886,3.225554836,0.189394492,1.402291473,-1.494956047,-6.559777032,-1.094906847,2.741492379,-3.779944687,1.325927354,-0.257836819,-0.582890973,3.088108033,0.426561112,-2.096129232,2.835489791,0.952535862,-7.314733368,1.403753943,3.240136334,1.098872813,0.711067851,2.346441929,1.645154655,2.918112341,-2.569487665,0.585504302,2.296332895,2.239555311,8.77567968,-0.98373075,-0.25390062,-1.381770005,1.875558777,-4.099876097,0.117856831,-2.026463668,3.297033145,-0.973069338,-0.539427995,0.550132368,-17.5529535,-0.734304733,-0.344925978,-0.190289338,-2.12260314,4.552366234,-0.092770354,-1.714383399,0.158315261,1.18921989,2.97884975,-2.118689872,1.145713119,-1.421498599,-1.402222028,-1.319394964,2.05950952,1.855874792,0.880622579,-2.423414592,1.602669501,1.906015722,-8.983866851,-2.20125077,107.9727368,2.719023172,1.843749377,-2.654016131,-0.377230781,1.127014361,2.617989871,3.444984059,2.513138149,-12.58174116,2.517802417,-5.149604377,-0.888390664,12.04165323,0.51193432,-0.958943198,-4.360596197,0.374497314,2.042131134,-4.89683095,1.191983651,0.559734236,0.700314774,-5.529111903,-2.672068006,68.99353202,7.085759547,1.743002234,2.034897009,-0.947821408,-1.886243633,0.275165815,0.563830883,0.533781851,0.414136516,0.469045121,-2.635486865,3.346135974,-0.120178029,-9.472998649,1.77326494,-4.16316925,-3.098798666,0.360588018,-1.247895699,1.066486896,-1.885998152,-0.625364199,-1.613608093,-5.932812745,3.937264246,1.034330155,-0.934748143,0.220601799,-0.240252068,-1.301541602,-0.92841293,0.209056826,-6.733211321,-0.379151365,2.512954571,3.677514094,-11.99357029,-9.837131102,2.268708055,-8.143984473,-7.28245018,-0.92502655,1.619101316,2.550483788,-32.14301597,61.03257132
14,2.143104801,5.164190044,-0.389257145,0.396505873,-4.240807427,-27.96835546,-5.210336312,-6.151124697,-1.347744847,2.801658577,-0.356404304,0.536137374,9.209807744,0.613484224,2.153740114,-0.136694317,2.12660182,0.578864762,0.707855491,0.27746117,2.529100534,0.890822105,2.165384103,-0.480949413,0.565736453,3.725565295,0.26608842,0.928174016,0.481566353,-1.609195919,0.199893066,0.823499363,-5.734245805,3.010948813,1.002124636,-15.92009801,-7.490316011,1.509454576,5.892062371,-0.315456288,-1.46588117,4.915055156,3.510763835,2.375921322,4.665717868,0.25000391,-3.128627704,3.587982575,-2.27016429,-0.721907841,-1.562565847,-0.195613256,0.17139485,0.073355496,-6.193872183,0.458267766,-1.494431639,3.024298016,-2.012452354,-0.079154985,-1.174970572,0.326634576,0.836342022,0.905072582,2.258411935,-14.19585019,1.599699662,-0.916747156,-5.581320903,2.81643686,2.660114274,-4.604009029,1.31057127,1.351951162,0.566199378,-1.939125298,2.636879924,-12.17279852,0.242382448,-1.870113953,2.839062099,-3.230837442,-1.511186475,0.143416839,-1.027324021,2.600480768,0.868494054,1.261387218,4.226076931,1.015671235,-2.566119197,2.52870042,3.899224813,2.564169815,-6.333358492,1.858955194,2.443739336,0.499244787,4.024894626,1.541162601,2.575728542,-26.86559824,-3.379680275,-0.975380797,-0.932214293,2.978992517,1.643457682,1.465053294,2.053362299,-0.941716184,0.29159993,-0.498167014,0.738014731,4.547743955,-2.005930871,0.299055817,0.865586402,1.544119762,0.754855764,2.877083458,2.977327774,-1.965101642,2.151082302,-10.12637767,2.676822816,117.3569878,-2.154980694,1.968541992,-0.637451308,1.397933647,1.171829966,-0.573116769,0.321216477,-1.45095093,-17.24504678,-0.358788146,-5.756191953,-0.341948428,15.20223112,-0.229322219,0.388849013,-3.463725088,1.843315613,-2.295163929,-2.413303674,-2.089622505,1.380596944,-1.226730541,-7.133186229,-0.515310844,74.86874897,1.869182151,0.854689602,-0.564918328,2.941793571,-2.462897,2.720985138,-0.559560089,0.654576263,-3.176959907,0.833761522,-1.900897493,1.683298822,1.004600452,-9.450470253,-0.145025785,-5.8021831,-4.452397785,2.799363959,-0.121387853,1.47850873,2.267506378,-1.837212246,1.863962618,-6.37811682,4.533689459,-2.472210966,0.881003171,-0.40383643,-0.808453257,1.149647491,-0.344434148,0.540179025,-8.25719692,-0.734701636,-1.054444046,4.161661547,-15.92400028,-10.20739003,-0.111200039,-10.82302257,-10.68417572,-1.846471459,6.261435386,-6.028951289,-37.03707815,63.72597934
15,-3.292416997,-1.642841072,-4.61702325,-3.040324601,-6.764705848,-30.43179432,-11.15914954,-8.36851678,-1.768491753,-4.373596516,2.157470725,-0.269995219,4.121664847,0.063284027,-0.403253859,-1.125418915,3.114452698,1.683046778,0.825140259,0.266370415,0.905022149,-8.32E-04,-1.716597794,-2.138257775,-2.054825697,3.021222489,-3.959181564,-0.358499179,2.597452381,-0.088402144,1.768381507,2.550686614,-8.403039675,3.756430376,-5.421718536,-19.77523429,-10.93932218,-2.90081326,2.45621022,-3.831397512,-0.974038431,-0.01984657,-0.704764711,-1.972289085,-0.398415041,-0.820066413,-1.972899475,1.352340136,-2.252393263,-1.605851118,-3.173717273,-4.42333104,-4.551907096,1.827131245,-6.595640068,-2.390771768,3.735713611,0.154269356,-1.899249979,1.577186721,1.074764821,-2.163396935,2.521483638,0.230754658,-1.087714476,-19.28658387,0.729042679,0.693950262,-6.870535879,-4.113153041,-0.909251311,-2.317929694,-0.488326275,-4.33673843,1.003273197,-0.334209254,3.528339818,-13.62647857,1.105898972,-1.100210491,2.192777717,-1.619909997,-3.765664977,-1.602673482,0.270596406,0.416614911,-6.622951098,-0.622304782,-0.767810065,-4.394688456,-2.319467157,-4.058370125,-0.601519012,1.014028704,-6.264710282,2.799418513,1.227769843,1.795575871,1.063328962,2.379512534,-0.245062019,-30.67960097,-2.184921307,-3.571514283,-0.595382616,-0.06451103,-0.687899318,1.489123189,0.421624181,4.044447327,-0.3169393,1.340196686,0.267210643,-4.94874039,-1.315588438,0.661240057,-0.994179482,2.625692559,0.479923518,0.869326559,7.183361577,-1.753965045,-1.775471737,-15.55173714,-1.635906917,119.1980158,-3.059880599,-0.890196013,-0.194296653,1.501215647,1.703693894,1.693126174,0.798402788,-1.958851072,-18.87120418,-1.534859974,-4.892723292,-3.193006815,12.53992569,-1.721760557,1.414592626,-5.336687757,0.404446072,2.579441084,-1.520738157,-3.0092672,-5.821438865,-3.445517992,-6.383402593,-2.370948676,76.30517084,-1.95331588,0.204169692,-2.02503374,-0.686966371,-0.937259355,-0.526808203,-2.42754671,-5.433386589,-8.378643518,0.423265915,1.81649993,-3.968230213,-2.475750414,-9.186245129,-1.520993821,-7.362558035,-0.203941773,2.175786033,-3.044993314,1.34951907,-0.026376368,-4.607656369,2.661906029,-8.923209166,8.525427825,-4.383070819,-0.973733288,2.395565806,3.088303707,-0.258031296,-3.559176206,-2.835251614,-8.981957106,-0.809233324,-0.643272325,2.186494837,-21.20783319,-15.15751338,-1.38748739,-12.83156325,-11.67705341,-7.412843196,-0.249329487,-4.004367497,-39.25576597,63.46901301
16,-7.379983914,-4.932401283,-0.323539529,0.162778266,-3.41223356,-28.9724276,-13.06647411,-4.71774704,-2.5056691,-2.79460046,-1.298498299,-7.08861942,6.073826702,-3.24750424,0.965733061,2.77665515,5.692887815,2.965705376,5.385391925,4.554751717,1.794059655,7.684434914,1.324036217,1.348980204,1.102617254,2.657481001,-5.245401864,2.215695353,5.570729399,3.179731829,2.841167888,-0.966963873,-9.926543089,8.640515989,2.414997203,-16.29686148,-7.020033436,4.083243423,1.130184708,-8.854779469,3.496090117,2.159545129,2.721971784,10.26252805,0.623364042,1.323376365,-4.445067823,-1.379730738,-4.677493116,2.755082916,-2.617644201,-0.785737634,-7.004717889,0.456372442,-4.644775121,0.428677795,0.528546711,-0.884031721,-2.738044421,0.394502034,-0.075260757,0.188375932,-1.938904023,7.180367691,1.788759467,-23.50418681,3.558558347,-1.61468132,-7.413625858,-0.871735465,-1.085575284,2.680826436,-1.281841969,-1.511427709,-1.693544902,6.265200866,4.3977296,-17.32839081,2.041370578,-0.773341053,3.837544045,-3.69098122,-6.250585246,-3.688388806,2.395765522,3.431705808,-4.608331338,-2.623592731,-2.248252838,-3.151592945,-0.607155705,4.240478936,1.338535628,-0.296802202,-6.164713231,1.886826216,6.203457433,-1.339358695,-0.190129683,2.946954799,-1.586992506,-37.96334189,-3.960050174,-2.862140599,3.413494733,2.445289842,-5.294778783,1.271363364,-3.543273329,2.457773215,1.909383491,-0.5103077,0.513455598,-0.696069177,0.273442378,-4.659606482,2.244844684,2.18186619,5.458334111,3.524000578,10.87699085,-2.684756104,-3.279857057,-16.43130157,0.843149399,121.886179,-7.213483167,-2.943381931,1.610100633,0.399904897,3.36061564,2.052406552,0.139429588,2.001899085,-20.76015817,1.736411425,-0.929946104,-3.330682837,7.126324521,3.345336581,-1.658970883,-3.033423236,1.746734005,3.211481083,5.964660845,-2.112502561,-6.124098134,-1.874268573,-2.840987076,-3.103917705,78.50040156,-8.174426644,3.7562359,-2.434414876,2.620132312,1.616531926,0.176385437,-0.782642828,-2.721532145,-5.382082931,-0.573360158,7.494128381,0.123865495,1.939103414,-7.603652321,1.49495062,-5.752326654,0.453420284,4.258745435,2.746543974,8.441205986,3.628982161,-2.681633055,4.883453913,-8.802917397,5.239553679,-7.754388369,-3.792710329,0.372381982,4.906363014,8.460026361,-0.468482487,0.425896202,-4.836824329,1.36317399,0.00471576,3.452905336,-19.29318428,-11.45157297,-4.533104992,-15.24085967,-13.93027918,-3.810221093,3.814954068,-0.87320278,-34.63678592,64.70534427
17,-9.750781338,-1.502970405,5.786542204,1.786675286,-0.312803872,-27.36955523,-11.06618012,-2.005980101,0.053365434,4.702499657,2.576131217,-1.97430256,4.215337015,-3.37605137,5.514016452,6.945893808,12.63615521,6.069332265,16.14373697,8.362783343,4.487412435,20.53606266,4.627813506,6.371165194,10.2128049,-0.536844519,-1.957406762,4.683540077,8.800209719,12.54085381,11.61393223,5.42399617,-9.872754347,30.08638188,3.65495884,-13.87500209,-4.581113265,14.9134343,0.582987109,-10.08808351,7.667734329,11.83233599,10.89125776,21.16362583,1.311760706,12.12807189,-1.066048211,-1.43534996,-3.516499758,8.109310645,-0.928281932,9.17669097,-4.707564633,0.994834253,6.759117705,2.940893516,7.426655655,6.154509951,1.699976998,1.555244964,-1.084155636,-1.113001462,0.014815571,18.34925488,16.27741716,-24.89757461,10.28376973,5.610652405,1.592886031,4.5505198,3.460173917,10.56957962,6.036677524,-3.293136404,0.029447471,11.66324843,8.492403839,-12.8738488,3.181638755,3.546854942,13.06166029,1.040362548,-6.523236364,-3.258990068,4.919844381,4.526375979,-6.668181693,1.304347213,-0.315682969,-3.782826853,7.066040398,7.978025921,4.83609421,7.724887838,-1.725417646,15.98729581,17.63447441,-1.909939434,0.655108955,11.41894349,-7.715080225,-35.44589027,-1.771097858,1.440208009,9.836449925,6.676673978,2.582779414,9.721573174,-2.649862034,3.095212674,6.263792977,-3.449775668,4.226506721,6.095149497,6.907725408,-0.44669894,4.160127601,9.282857083,7.790901386,10.84803029,29.28588628,-1.334626146,-2.088923139,-19.5570445,4.86119193,121.7136649,-5.785930302,3.266452484,3.588678912,1.758527046,7.12407642,2.737695764,-3.078572295,5.271221096,-19.94918606,5.511465116,11.22196994,-1.356109502,5.574739666,9.214010251,5.528724206,2.29480361,9.685321413,9.097257784,22.96162222,4.994053519,-1.882166357,2.619370493,10.03727879,-1.772040253,82.27848275,-13.79177242,7.828737071,0.277346352,3.935350635,7.234239048,2.139141528,1.41375093,2.618391725,-4.913685689,0.262325029,17.4317522,5.996130459,10.58905842,-0.649966598,4.900263935,-1.846012234,8.050082432,12.3143506,9.568361184,14.4200975,5.679833064,-0.660365737,17.2021284,-8.044042839,5.78592529,-2.244605335,1.034629177,7.297443825,22.11439604,13.06338881,6.793829324,5.697934635,-0.074048805,9.516693054,5.506184204,3.636209153,-11.70270499,-1.609558327,-1.969358974,-14.90757446,-12.03893001,4.707605771,12.83581513,2.860816631,-18.01383229,67.14809709
18,-6.268426665,8.402217328,28.05875397,5.703475941,20.01296999,-12.67543994,-5.144279335,16.54365983,11.74731627,19.81543627,14.19356421,8.164029313,7.457192049,3.813554588,20.74917008,23.94207723,25.97718481,10.59090882,37.53074964,24.6816365,14.55267653,42.91567619,16.66818932,17.33513305,26.43525508,1.663093071,8.237177382,14.39667732,24.76157921,28.73342852,27.78222489,20.52735027,-5.53495233,68.50562967,9.392478043,-4.637747322,12.03259704,39.90440906,0.53279267,-9.123654608,25.77889882,26.88310593,24.49926614,55.70252478,12.5811577,31.21249706,3.596116042,0.29348107,-0.837083993,23.3995326,6.694350472,38.07742949,10.59547665,10.19355031,20.71661607,13.92392556,23.18420427,15.03839874,9.496039881,11.71650407,6.158490324,4.882687088,10.03638617,49.77373175,42.83336475,-20.78296533,24.75869774,21.40031211,9.332142165,11.57032024,9.572059178,33.33554579,21.41387441,4.749263553,2.853961234,34.43142585,32.21317754,-8.701308831,12.77451596,13.26862587,29.38855419,9.19517432,2.389024326,0.874085829,20.56386964,15.02607846,2.833121928,17.09593663,9.397804386,-1.548997781,21.94430352,18.92632547,18.69674895,16.23563891,19.84486348,38.69013641,34.95747378,10.8189291,18.25232979,27.58030309,-5.394780175,-22.96238556,4.118009486,10.5484574,28.91507862,15.48794822,15.78084741,21.864877,3.654049109,16.11090727,28.58717596,-1.222000077,14.98356142,28.98721992,22.25239523,4.208185732,15.92672699,30.49971959,26.10606171,29.00996167,66.08887485,-0.151048693,1.793024615,-16.96535478,18.68043604,127.264421,-4.032381025,4.878545302,8.047704294,4.67594694,25.99813194,11.39957995,3.907107978,18.20219855,-2.497983177,8.533893004,47.34197199,8.697717866,5.779061689,25.61730815,18.90842486,21.31025471,20.75640879,22.93674945,52.55001447,18.14167414,7.415076976,16.91787364,44.1810452,5.44984031,84.31504843,-8.587686548,14.0476322,14.76407921,14.59570646,28.00395118,13.04856135,7.111959086,11.90033363,2.537687382,7.989475073,45.01183646,8.102260235,39.45835952,19.88306996,18.74636894,15.30464326,22.62979491,28.84332126,23.65387639,35.07454704,19.1342416,9.379526132,40.25131873,3.039660208,3.085848762,4.02445691,9.278337902,16.96738321,51.09462845,31.50667768,14.53663633,18.12126176,16.3119575,20.36002632,15.91794179,11.03121017,4.737722667,28.55794016,10.75020085,-13.74370382,-6.085027717,23.27268629,25.82942434,14.60673105,21.14717415,68.12108302
19,-1.812354157,11.01711533,66.27947663,22.16734755,51.04253266,20.72691493,5.115371113,42.75641707,34.74690341,50.9910766,28.29884409,19.26158798,5.348255224,12.72493005,51.62118841,46.17272324,51.17108346,29.86039864,81.27217478,49.52879978,33.89746556,84.69375941,37.69916566,41.89732417,62.47877932,-2.317504239,28.99860166,28.22198489,45.10852349,54.44906322,59.35232894,42.33068598,3.066656436,135.5014088,20.66770923,17.83538316,42.00263903,78.54175292,-2.146036664,-0.190122234,54.81381012,52.58694588,57.52359543,111.1828159,24.59394558,65.89870217,13.96778969,-4.550454438,5.599619887,46.08576197,22.92236137,78.62925385,39.37649651,24.23420452,51.35391378,33.37726949,48.4829924,36.06120015,26.22151493,28.38087911,13.55763651,20.6337559,19.45013008,107.6414785,81.4058072,-10.28780642,56.85965221,49.95539655,36.3759018,25.07748346,21.89389934,68.07086929,47.99771588,9.928366785,17.13389598,73.64721917,71.52683608,16.28709828,24.22294142,26.72343058,66.70493734,28.45646802,9.724008991,11.38339254,40.21945903,33.15032429,16.31583726,31.65715077,23.6800076,8.78517602,47.64904546,37.60426335,44.08277292,35.24016813,48.76146588,79.79646141,78.80849823,22.11715007,40.33868536,60.46888485,-3.468103009,-0.437697141,16.43957493,26.67049051,62.34938944,39.64457482,34.63162385,42.62238494,13.79693316,36.69724144,60.84094764,5.911926148,29.77086999,70.38134014,51.49258495,21.37380383,40.14129432,54.4277898,54.73437864,57.46584066,127.2918891,8.048544417,13.75922377,-10.69152123,35.13037764,126.1862655,10.84918296,17.29925463,18.98813729,13.38899986,55.70306844,21.98235273,14.79655363,36.54440899,17.48907308,18.95911533,107.5095036,31.13471477,2.090080781,54.87422555,37.92355665,46.40396104,38.16006678,45.42365243,110.5757132,46.66716299,25.58169735,36.54226318,92.45848151,24.29794832,82.79376285,3.63327699,40.10143345,32.27371506,31.8606456,67.79141452,20.53514445,18.27853693,24.02898771,13.46477078,16.82950527,84.38225185,27.07543102,84.20252422,60.11725141,47.95730427,40.85031209,52.34455026,64.51355703,50.6736606,66.50165671,35.78231965,28.70146431,77.81864467,20.93215537,5.585622528,23.29312843,25.72359711,38.63565756,100.7223526,61.92335527,30.20430168,38.8172078,50.51766179,49.25496174,35.54930854,24.5121626,47.35032545,75.09039292,29.16570437,-3.442220951,11.53183806,54.67547212,52.51713432,36.38191901,84.34500608,69.68766796
20,20.40924092,36.43117163,147.2284315,56.8588809,115.22763,88.95141557,37.0759434,113.2040659,88.60241896,115.7010312,67.03785004,56.27150663,7.11129071,46.59147264,116.521473,110.154398,112.2545964,67.11378846,170.8780179,106.697807,74.29205688,175.6598568,85.49218398,96.22288985,130.0204571,-0.275137366,79.9221648,71.96571092,103.3966985,110.5531971,126.8431002,101.2910923,29.25077719,272.295248,47.12815219,74.0000843,106.5659035,176.8028852,0.711083539,19.83036629,125.4090973,112.39559,117.129358,236.8436157,64.76658108,149.2011434,42.82653975,8.316540491,29.72050077,107.7941425,56.69581065,176.6915993,106.1288619,55.36867268,112.3214525,81.0809573,105.3765396,81.86963096,68.44239248,56.45849216,43.47340284,51.30585003,51.69814282,222.3910007,171.5053225,25.64256929,110.3007764,116.7346612,92.91797414,61.84426921,53.40890418,151.285425,112.1951185,38.72930227,43.03156416,161.6313823,155.486523,64.05683779,62.04259539,68.35638402,133.119202,63.61242599,39.30853348,32.09250022,94.79511028,82.44952239,49.39487164,81.48314525,70.60913206,40.59047394,107.7064645,90.55032691,97.89760477,80.77717288,121.7675832,164.6504387,168.2922078,55.89599635,86.22677171,133.931773,7.009037908,62.9785951,41.3811617,63.12740709,122.6463914,81.79292486,78.81893839,87.94966801,37.61944667,86.92828719,131.9938075,25.18288869,69.57442914,168.8162861,118.0261588,52.99706775,89.45657569,114.9305636,118.0054701,136.1707871,260.2155099,35.31002216,39.14429239,11.11340097,90.43002252,134.9652859,36.91623111,48.26905593,45.87683579,36.71978432,119.5373672,53.47010835,49.08876953,85.77053872,73.21843778,47.49795536,230.5254671,73.54344526,-1.848119255,115.3066257,84.44151609,109.7419061,78.07976767,102.7514048,230.2870092,109.1706053,62.11357035,87.60577935,197.8991677,57.77710865,89.48551285,29.39824259,87.35257159,82.04943696,70.16274368,138.1510077,47.25918084,47.07894432,59.06616036,52.75826748,47.61682263,174.5775731,67.04574397,182.1937712,134.0285974,105.2011604,95.84260298,110.4047148,128.96048,112.7050406,134.7481526,78.0106289,61.10028468,155.7378507,70.46976709,5.215906509,68.45677236,65.04608806,79.29762751,202.3009769,122.7287322,66.33410322,79.35597446,118.3097855,104.6261566,81.27246945,57.12774164,133.8981981,186.4466154,85.25660571,24.25842163,46.40616682,130.7427979,115.8737855,86.15836268,226.2948901,73.81932568
