wellLocation,Cycle_Number1,Cycle_Number2,Cycle_Number3,Cycle_Number4,Cycle_Number5,Cycle_Number6,Cycle_Number7,Cycle_Number8,Cycle_Number9,Cycle_Number10,Cycle_Number11,Cycle_Number12,Cycle_Number13,Cycle_Number14,Cycle_Number15,Cycle_Number16,Cycle_Number17,Cycle_Number18,Cycle_Number19,Cycle_Number20,Cycle_Number21,Cycle_Number22,Cycle_Number23,Cycle_Number24,Cycle_Number25,Cycle_Number26,Cycle_Number27,Cycle_Number28,Cycle_Number29,Cycle_Number30,Cycle_Number31,Cycle_Number32,Cycle_Number33,Cycle_Number34,Cycle_Number35
A1,-36.91721114,-21.62434067,-10.84944939,1.156763998,7.225222556,13.04135606,15.25590692,14.73140605,15.30936039,10.23444793,8.369671673,8.097476958,2.932014444,2.143104801,-3.292416997,-7.379983914,-9.750781338,-6.268426665,-1.812354157,20.40924092,58.2064253,128.3839546,267.1676333,471.3744748,800.4753638,1264.896838,1717.525559,2106.622469,2374.99554,2525.301461,2595.423988,2626.097824,2625.795198,2614.72269,2598.856068
A2,-54.29730222,-35.91414476,-18.01563012,-2.819650466,5.358078521,11.7308214,14.08447867,21.98416357,16.60010261,13.80548012,8.433786783,8.604471152,4.379022705,5.164190044,-1.642841072,-4.932401283,-1.502970405,8.402217328,11.01711533,36.43117163,77.89454247,165.9567262,320.1700896,557.3044688,916.8451911,1421.644414,1897.223073,2279.191258,2522.589407,2640.068343,2674.257986,2679.828255,2666.845936,2651.800363,2627.012583
A3,-44.78399452,-27.06284529,-10.4891264,1.241936804,6.110118746,14.35465517,13.70223711,15.14565201,13.85405051,9.681670657,3.537250938,2.956577265,-1.156224236,-0.389257145,-4.61702325,-0.323539529,5.786542204,28.05875397,66.27947663,147.2284315,285.9750205,538.5066063,917.1768166,1379.138283,1818.02905,2185.40716,2446.202002,2605.263557,2694.025104,2736.678719,2752.322784,2755.300261,2756.522596,2748.895832,2735.085682
A4,-49.01062663,-30.36756398,-16.3261713,-3.386242544,6.796975891,9.805025471,13.62906309,18.21079469,15.87242472,13.18129161,7.327541669,6.313589739,3.987670707,0.396505873,-3.040324601,0.162778266,1.786675286,5.703475941,22.16734755,56.8588809,118.03928,243.411255,453.3403451,763.7278749,1237.722372,1721.181657,2161.276732,2471.760951,2638.538338,2701.300854,2713.082964,2705.552582,2693.619694,2677.442348,2659.320112
A5,-57.92380765,-26.94924377,-13.29187253,-0.498003034,9.197442924,11.82068208,14.97302255,16.58223411,15.63940817,12.06789449,6.42446303,0.056075092,-0.379429247,-4.240807427,-6.764705848,-3.41223356,-0.312803872,20.01296999,51.04253266,115.22763,236.1922491,447.3729711,784.5296302,1252.446305,1727.132334,2156.686972,2472.552439,2662.375339,2756.467307,2794.675577,2801.773727,2798.577536,2792.386577,2783.658502,2773.166646
A6,-26.71374772,-5.431963166,-0.997526677,8.745591187,10.15864301,12.03085174,9.4867315,11.42391475,9.169302631,-1.47899128,-6.206374031,-16.51527743,-20.75448436,-27.96835546,-30.43179432,-28.9724276,-27.36955523,-12.67543994,20.72691493,88.95141557,208.6505459,422.2837037,769.1056521,1228.333291,1689.710956,2096.154459,2382.516623,2538.047699,2601.736327,2615.522231,2606.013782,2592.909114,2580.562853,2568.107734,2553.941164
A7,-61.49841655,-27.45662928,-10.98737224,-2.624336645,8.329975025,12.21359639,16.5623201,17.23314959,13.26853353,9.659478858,4.314723533,4.475010252,0.442870277,-5.210336312,-11.15914954,-13.06647411,-11.06618012,-5.144279335,5.115371113,37.0759434,91.65533857,197.7584988,377.7753927,648.5012359,1080.119228,1540.613749,1985.232268,2319.517954,2505.77406,2573.885201,2578.272193,2558.893237,2538.785716,2519.532676,2504.635405
A8,-56.81582419,-30.81176354,-12.01626192,-4.540085207,9.955199155,13.82046973,18.24256633,17.61896534,16.96262408,13.35665491,13.79124363,0.55458501,-2.679196804,-6.151124697,-8.36851678,-4.71774704,-2.005980101,16.54365983,42.75641707,113.2040659,215.5515786,411.4676683,709.3449366,1117.464953,1535.490789,1912.423272,2176.577788,2313.071468,2356.761873,2354.712871,2337.325601,2323.914481,2317.381508,2312.058296,2304.77204
A9,-49.22033079,-27.83064874,-12.57774149,-4.192367561,8.727538952,12.60552954,13.98553761,12.33996351,11.05462882,10.6362703,5.025132445,4.441841609,-0.013222202,-1.347744847,-1.768491753,-2.5056691,0.053365434,11.74731627,34.74690341,88.60241896,181.4026046,349.83575,623.6877788,1028.5173,1468.352708,1896.829087,2233.276571,2438.413585,2537.148552,2569.960895,2570.624478,2561.03033,2549.027797,2537.146586,2524.952157
A10,-51.9871246,-22.18559579,-7.100491673,-0.288532126,2.201481695,9.039607718,13.58023192,11.46340465,13.31454282,10.64477869,7.786250796,3.53848836,1.475887152,2.801658577,-4.373596516,-2.79460046,4.702499657,19.81543627,50.9910766,115.7010312,231.2131645,444.5089924,780.8714845,1260.715689,1759.586018,2219.201074,2558.967907,2754.100782,2840.268931,2863.590542,2858.402874,2847.593135,2834.935851,2820.195991,2803.098511
A11,-24.96272435,-8.769865556,-4.605434661,1.496602246,-0.668186518,8.313985356,6.756844343,8.587631729,9.309267573,6.913952291,8.31263122,4.558568818,2.763403719,-0.356404304,2.157470725,-1.298498299,2.576131217,14.19356421,28.29884409,67.03785004,129.5428305,253.0375399,453.86059,752.6227896,1204.090945,1660.60204,2078.098866,2382.451797,2563.324329,2652.358993,2689.412599,2698.619105,2693.663108,2679.863308,2664.856225
A12,-27.44741378,-14.58026794,-5.766815482,-2.44076837,6.637089827,8.695446604,9.050318663,7.772778669,13.23325995,5.523962504,7.031553415,2.17691875,1.131209806,0.536137374,-0.269995219,-7.08861942,-1.97430256,8.164029313,19.26158798,56.27150663,112.4248709,231.1813385,424.1556009,718.038099,1182.880151,1670.770534,2132.072357,2474.223527,2665.087795,2743.354204,2762.697664,2762.794466,2756.498311,2743.51637,2727.306503
A13,-25.43621104,-10.33635674,-3.9109731,-1.315505231,4.268645573,10.64020324,12.76877737,10.63662719,13.23452503,7.269156094,8.140404572,3.260414352,0.060867635,-1.995498366,-5.123157938,0.043836087,3.328961446,28.0305423,65.06194664,161.0796222,298.8434129,566.6394699,965.4702012,1440.704647,1894.966852,2275.458836,2538.500677,2691.818118,2770.274408,2804.590149,2815.740684,2818.443337,2815.940043,2805.228606,2789.526435
A14,-45.08376481,-21.36828802,-7.101043523,-0.505533798,4.473141321,8.796936701,15.49743326,10.98506966,15.13073213,6.156142561,5.851893853,0.900477761,0.588622743,-2.213347168,-5.985904348,-0.103480326,7.248735744,30.02621229,75.2278189,174.7637695,328.9119812,613.9966805,1036.087287,1529.901962,1998.157502,2390.11573,2672.163527,2848.815823,2951.723498,3004.030741,3028.658421,3040.509838,3041.772484,3033.175616,3018.903231
A15,-33.69126362,-19.48700397,-4.980146441,0.108384035,3.569620161,7.999922525,9.599309136,11.70053883,14.67641555,7.312841624,4.360808892,1.193606025,-0.24839883,-1.16903383,-4.823935538,0.226815226,10.11014212,33.90826575,76.0605437,179.8203401,324.8630106,604.6275308,1012.813444,1474.604395,1904.937937,2250.727337,2487.496434,2625.388026,2699.941289,2735.889759,2749.059282,2756.633561,2755.473153,2749.759931,2739.857751
A16,-53.91769451,-29.92221835,-12.88221204,1.384154692,6.311966838,13.09125517,15.38520353,15.43104343,13.69489016,7.059460416,6.600006199,1.751552722,0.085875164,-3.538844582,-6.847329495,-4.908902229,2.700889602,32.60923488,71.07662765,167.3707681,318.4381887,603.3537879,1023.201725,1514.29249,1989.414507,2405.597811,2716.391092,2925.799145,3054.953749,3127.967514,3161.524459,3174.964996,3175.927357,3167.553698,3152.34179
A17,-50.52862432,-31.68300841,-22.84105051,-16.93469483,-11.73960207,-5.417029386,1.739823315,1.415197369,4.685988575,4.168147007,5.030376206,5.829036129,5.945575735,9.209807744,4.121664847,6.073826702,4.215337015,7.457192049,5.348255224,7.11129071,3.537756135,3.514166421,3.243839673,3.20378631,0.658230824,-1.117902942,1.378882829,-1.03564399,1.798580158,1.984476364,-2.105159405,-0.807053591,-3.377213049,-1.619536163,-7.412893033
A18,-35.23949808,-20.35018581,-14.35260631,-11.7388104,-8.644137628,-7.990166957,-3.355663356,0.961058333,0.837043276,4.800504204,1.730313635,5.184849925,4.384749247,6.468291114,5.032208348,6.374926038,6.466160766,7.003378906,5.499363316,7.01184096,5.06635869,4.433309991,4.145531091,4.501366905,2.458527003,5.11250744,5.599002032,3.845643416,1.637250512,1.103589455,-0.405879481,-1.275827032,-2.83163764,-5.087655494,-3.702787302
A19,-27.88445444,-22.15679744,-15.0154759,-9.63813425,-9.068393168,-7.644215588,-3.682403716,-1.417463038,0.635371961,2.797382507,5.037444003,9.145147457,5.603744723,4.783025699,6.061399231,3.124500829,9.147474464,6.90866119,7.729870843,7.331989526,5.675577775,4.419760612,2.600447939,6.716657681,0.773748858,1.814873154,4.115206556,1.987365527,1.730080243,-0.968301349,0.153648396,-1.217235272,-0.572022215,-1.983343344,-4.077332925
A20,-32.35747649,-25.75912199,-17.0138075,-11.61981843,-10.65830625,-4.428145074,-0.675454601,3.687520651,2.670981324,2.880200881,5.275139066,4.322599275,7.316562991,6.778564209,8.048410998,4.783468681,8.452751529,7.497187761,9.959501219,8.38437779,12.2534887,5.950622499,8.666187101,7.156853699,4.168224021,3.129028998,3.015119536,6.339495972,2.694672015,0.863479267,-0.648767381,-1.740281082,-6.407888276,-4.016466939,-8.587261335
A21,-29.20005012,-16.68427206,-11.66804613,-11.56475168,-6.753147395,-3.662939774,-0.381730651,2.533970966,5.250249702,4.740106358,3.100706912,5.159322445,7.395534337,8.198159074,9.186689734,11.30781443,13.22683946,9.394522344,11.4924862,8.206825599,8.903355716,10.20865374,7.736941018,6.602456132,3.928146182,3.492043223,3.276939669,2.376749033,2.649549627,0.938457608,-5.374145381,-1.870268727,-7.566884515,-5.297279035,-6.868832132
B1,-63.6577323,-36.06194542,-16.29692211,-4.727153388,6.199877298,13.89246989,17.16185778,21.83643499,17.36517232,12.48597712,7.947787121,8.047638355,2.471974131,0.613484224,0.063284027,-3.24750424,-3.37605137,3.813554588,12.72493005,46.59147264,95.94400803,200.161311,377.2541968,639.1300032,1056.279432,1493.913347,1910.4646,2223.174729,2404.495062,2483.410042,2502.71109,2498.629633,2485.889331,2470.125933,2452.740333
B2,-23.14066936,-13.02261714,-2.589412098,-2.037485646,5.970373755,6.560780413,10.57406902,9.968902262,13.02378257,7.732942366,5.849216329,6.22934617,0.622096197,2.153740114,-0.403253859,0.965733061,5.514016452,20.74917008,51.62118841,116.521473,223.1601021,425.602942,745.5586073,1196.526505,1668.366212,2111.446926,2454.452576,2671.100202,2791.47084,2852.107044,2878.631698,2888.084672,2886.66543,2879.797038,2869.989394
B3,-15.04234324,-9.594976273,-4.477270006,0.749258972,6.071043566,8.706144178,8.730850419,10.62049932,10.64250585,6.287098835,5.430163636,1.925036241,1.300911153,-0.136694317,-1.125418915,2.77665515,6.945893808,23.94207723,46.17272324,110.154398,201.0617241,379.3693447,660.1355393,1075.130292,1517.205859,1940.005795,2259.963818,2445.455939,2519.491046,2536.364683,2527.488501,2517.910754,2510.797841,2504.719303,2497.974443
B4,-19.26076699,-14.78264491,-5.297187116,2.544759748,2.965673232,9.199978584,8.613833199,11.89733166,8.112765126,3.447962758,7.111649124,0.959691035,-0.085439153,2.12660182,3.114452698,5.692887815,12.63615521,25.97718481,51.17108346,112.2545964,211.5261735,401.1044118,706.8780577,1151.991299,1625.25263,2079.244504,2430.350826,2648.445038,2757.682005,2801.413418,2812.815777,2811.094199,2805.314517,2796.690096,2789.2785
B5,-16.41060522,-12.47685865,-2.83618674,-0.026207238,2.786760054,4.480916096,9.608954234,8.03033367,6.158042713,7.722229306,5.179893088,3.138597125,-1.45013433,0.578864762,1.683046778,2.965705376,6.069332265,10.59090882,29.86039864,67.11378846,124.9978818,247.1094312,442.8003558,740.3287413,1196.499808,1662.842013,2083.542149,2373.121297,2510.487374,2544.343526,2532.821049,2514.66486,2500.32048,2488.147981,2476.908455
B6,-12.2907984,-7.732694696,-2.796741318,1.632233548,2.167545416,5.340975881,9.102248479,7.275383068,9.049218148,5.486418365,7.708042296,-1.865057694,0.178453554,0.707855491,0.825140259,5.385391925,16.14373697,37.53074964,81.27217478,170.8780179,308.4603926,567.4171216,952.2253443,1413.045478,1845.421364,2197.108189,2433.471274,2564.053508,2627.527171,2651.749971,2657.185825,2655.208825,2650.426938,2642.711827,2634.261935
B7,-34.86485785,-14.24410958,-6.07935486,0.683407887,5.627327659,7.032748124,9.941295163,6.900741863,7.307648001,4.372100799,2.883039652,0.851568626,0.745025243,0.27746117,0.266370415,4.554751717,8.362783343,24.6816365,49.52879978,106.697807,201.8225378,382.8471908,671.0942081,1097.273359,1553.237212,1994.425059,2341.483818,2561.239084,2674.407573,2721.780708,2734.027278,2734.259165,2729.786107,2722.225959,2712.310829
B8,-36.0616321,-16.84614903,-5.89470633,-1.042346448,5.048240355,7.005572863,9.430811916,7.942097694,8.996900491,4.446609421,7.381138566,1.098843563,-3.286905372,2.529100534,0.905022149,1.794059655,4.487412435,14.55267653,33.89746556,74.29205688,139.4305074,269.3024367,470.2320513,761.6804266,1168.632874,1559.874268,1886.187097,2085.083114,2158.823424,2158.315315,2134.677186,2117.116414,2108.562264,2100.473332,2091.511866
B9,-19.79191143,-11.2274111,-2.391897141,-0.084365032,4.385086303,5.407125514,7.89500481,9.779346482,6.030350016,2.253048169,5.147626611,0.22015024,1.584190706,0.890822105,-0.000832209,7.684434914,20.53606266,42.91567619,84.69375941,175.6598568,322.7878328,586.2228054,982.6846524,1458.61122,1914.596456,2300.969207,2580.226785,2755.342406,2859.562458,2918.211787,2948.720993,2964.029573,2968.127572,2964.081326,2955.376104
B10,-20.65517275,-13.79958155,-6.09454695,-2.780874262,5.083114352,5.741936667,9.409063976,9.705995887,8.856111956,6.091466454,3.403882063,2.043909141,-0.98688838,2.165384103,-1.716597794,1.324036217,4.627813506,16.66818932,37.69916566,85.49218398,159.5973741,310.6614122,551.6060103,895.2572343,1359.225071,1796.639403,2157.228505,2388.81675,2502.598011,2542.568904,2548.685111,2544.401886,2535.78381,2523.181032,2508.905169
B11,-17.34869239,-12.75335953,-5.68519916,-2.075844693,4.065158191,6.355641473,7.954530177,9.175948747,8.56202011,1.340677288,1.909918226,-0.176024737,-0.395218379,-0.480949413,-2.138257775,1.348980204,6.371165194,17.33513305,41.89732417,96.22288985,181.8517756,342.9132232,605.0796516,984.5864016,1393.241166,1792.814125,2111.464571,2316.275848,2425.138218,2476.508959,2497.01424,2502.714232,2498.302691,2489.443745,2480.416782
B12,-26.55374911,-13.68481721,-3.282418258,-2.292802063,2.627735798,8.850589092,8.522252903,7.719318603,6.680252383,4.026869028,3.020182508,0.759282185,-0.689832705,0.565736453,-2.054825697,1.102617254,10.2128049,26.43525508,62.47877932,130.0204571,241.9121598,451.8200233,775.29812,1204.288505,1634.335842,2014.036862,2287.096524,2446.551088,2524.544507,2559.026774,2568.009183,2568.863533,2563.617979,2552.445731,2537.234301
B13,-24.13845272,-17.19271355,-8.307835853,0.868401855,4.985576189,8.263451323,9.366171874,10.60876033,9.036236554,5.58956234,4.875716347,-2.254455822,0.252052722,-0.483436443,0.744236453,4.204291175,14.40557257,38.58750205,79.86465955,168.686805,310.9752387,567.0094334,950.0153418,1401.829716,1832.86583,2197.777877,2457.927205,2619.364049,2710.559931,2759.698203,2780.525468,2788.749237,2787.35318,2780.456763,2769.226759
B14,-21.29465954,-18.43347421,-7.641886653,-2.141910708,5.982285512,7.039564117,8.601394178,7.917053117,9.869881122,8.648819706,3.410316054,3.552810428,0.66578389,1.014688768,0.259756683,0.27278122,0.040597524,6.617819284,16.78293893,45.49915853,91.89242385,182.6897364,344.1232688,579.1892887,972.3153376,1399.247383,1824.106256,2167.548124,2390.50748,2514.63174,2573.813307,2599.86693,2604.790957,2597.176146,2583.165139
B15,-23.53903233,-13.04025813,-7.224416596,0.626752737,6.616352487,6.554585088,8.887549575,8.869380445,10.60748931,5.464173194,2.192896028,1.813203167,0.543230479,2.49000737,0.441395899,0.843296847,6.999895714,21.92324787,49.65482668,111.4785263,214.5089902,398.2303168,696.4703809,1102.335013,1524.969024,1921.124038,2232.867829,2438.017403,2560.516593,2628.446262,2664.355429,2681.541999,2684.289883,2675.987439,2662.641304
B16,-24.32897012,-12.88155793,-4.804636743,0.918703637,6.824354876,6.934158934,10.04028422,11.09189912,10.85668462,6.254832503,2.805258835,0.429965643,-1.893738228,-5.551341676,-2.65784019,-0.323248,11.09922976,34.43272508,77.73569374,175.5109573,329.3447797,597.9928899,996.4208199,1441.323859,1857.594564,2203.711385,2450.915791,2607.473655,2700.533611,2750.970068,2776.479775,2789.82702,2794.284349,2790.161374,2779.066725
B17,-21.03182926,-14.67985611,-8.28281035,-2.577443422,0.291679782,2.95299867,5.24804625,3.371012403,7.413242032,6.508502066,3.376326609,5.009463946,3.741245216,3.725565295,3.021222489,2.657481001,-0.536844519,1.663093071,-2.317504239,-0.275137366,-1.867158537,-2.03130124,0.254687782,9.462480695,18.14489576,41.37247216,84.53500688,156.6566341,287.4152561,496.402308,833.2039784,1342.727141,1860.49692,2321.306203,2698.663465
B18,-26.49350431,-16.37540472,-13.09189917,-9.909109903,-5.005589388,0.532682955,-0.053461101,1.286056494,1.898453277,2.320041852,2.67705278,5.29276366,6.381845712,8.889192211,9.738138905,9.917262592,5.842498138,7.308963397,9.442162878,8.92410057,4.713840495,4.684396656,6.490368987,5.884816858,8.479379663,2.969050476,2.89190283,-2.497827913,0.604967354,2.555891893,-1.580685769,-2.974376297,-3.82582215,-5.916121865,-8.332516505
B19,-26.73212306,-14.18636311,-13.17834732,-8.970204619,-4.506120442,-0.97982623,3.408255931,0.380685197,4.582442275,4.072727823,3.320965928,3.92677806,5.245920025,8.926033439,8.157865773,6.769189547,8.76269557,5.27854893,7.531196982,12.13670688,3.021880868,4.569150026,5.480447439,5.451390064,5.896544571,1.179611983,1.833934136,0.277801835,1.524356144,-1.651502712,-2.62335824,-2.490901928,-1.789117247,-2.135259215,-6.610876044
B20,-32.55720121,-22.14679278,-18.40593152,-11.83196482,-9.835905839,-5.573293813,0.440133527,0.60286711,0.382026882,0.199829666,2.593236981,3.754259488,2.330037913,7.264719055,8.196877283,8.157241572,7.278016971,4.455733429,3.207014879,6.720319278,3.775104463,6.929570127,3.755597208,6.590307034,4.723066235,3.593618991,1.455828903,3.508547972,4.619453416,0.221283761,-0.442491542,-0.367086308,-1.734273385,-2.79069525,-6.477931836
B21,-24.37345666,-14.98362066,-10.13601463,-8.517107275,-4.7890157,-3.219876634,-1.915811642,0.113327965,2.038358299,2.244822296,6.042627368,4.192752749,7.674586489,9.064964849,9.2686745,9.273506866,8.720442914,6.075115137,10.83974765,9.437040341,7.297931081,9.241197644,6.004106182,6.542564208,3.41217072,6.318481624,1.283776877,2.68528363,2.755333419,0.731973873,-7.156488207,-2.936634579,-2.671231722,-3.913596505,-9.099713032
C1,-62.98384661,-37.13813502,-15.66857414,-3.710832677,8.768447693,15.13764638,16.54133348,19.05085065,15.8525773,10.85438718,6.842655159,3.558196529,1.816249874,0.26608842,-3.959181564,-5.245401864,-1.957406762,8.237177382,28.99860166,79.9221648,160.8551196,322.102308,585.0098372,957.8519661,1454.050319,1918.506794,2300.663179,2544.993674,2666.904823,2710.767366,2719.352009,2717.374503,2710.632152,2698.998227,2685.745146
C2,7.724468205,-3.379583591,-1.988526577,2.491345101,1.945920298,8.100208996,4.540785058,6.751901826,8.424292605,2.262227859,4.949832656,2.384662913,0.909151511,0.928174016,-0.358499179,2.215695353,4.683540077,14.39667732,28.22198489,71.96571092,133.6648676,262.2928451,479.5104666,794.6749289,1254.806251,1708.223704,2108.055802,2388.41321,2549.149692,2629.415914,2670.37194,2691.583274,2698.416362,2695.202806,2688.960256
C3,-13.65548801,-10.08388741,-4.39551589,-0.498156895,5.114075858,10.74484134,7.920986592,9.835782371,8.077988006,4.277613713,2.784844148,3.624736882,-0.038854047,0.481566353,2.597452381,5.570729399,8.800209719,24.76157921,45.10852349,103.3966985,197.3830607,372.415553,657.7250186,1077.849337,1527.308706,1962.42214,2302.41962,2517.047979,2627.912156,2675.904164,2689.455259,2690.888229,2685.609115,2676.039914,2661.933885
C4,1.52133268,-4.949998975,-0.842568128,0.797404942,4.689649465,3.687369547,4.293813824,6.71815525,5.023266396,3.146493575,2.567001272,0.586265459,0.670392249,-1.609195919,-0.088402144,3.179731829,12.54085381,28.73342852,54.44906322,110.5531971,201.7247309,377.1980264,661.6567432,1096.976487,1568.479033,2031.418733,2399.934063,2633.88517,2754.327498,2806.402751,2826.725591,2835.265403,2838.160215,2836.213457,2833.145953
C5,-21.26532375,-14.48857031,-4.35681317,-0.405093541,4.308409258,7.394332026,5.535622353,7.630086173,9.575645855,5.284202879,5.63826003,2.105095976,-1.133536994,0.199893066,1.768381507,2.841167888,11.61393223,27.78222489,59.35232894,126.8431002,233.4181316,435.2877364,759.2609768,1216.451617,1692.770736,2138.093195,2480.678122,2696.954061,2816.080965,2878.269109,2906.017031,2915.609289,2914.230241,2905.259425,2893.377472
C6,-31.25511172,-15.33677684,-8.225796829,3.442948072,7.596675974,5.918302176,8.437155156,10.57183391,9.203284861,3.30282822,5.796139292,1.983714456,0.794961839,0.823499363,2.550686614,-0.966963873,5.42399617,20.52735027,42.33068598,101.2910923,190.72667,365.784662,655.4151435,1101.415094,1589.775419,2077.03802,2467.014256,2710.425646,2824.101404,2857.024343,2852.358357,2836.859165,2823.127225,2808.904258,2794.063433
C7,-28.94197949,-17.15691696,-3.856579675,1.019562053,5.330350932,9.316642432,8.238739167,8.852823079,8.345819196,5.354172099,4.524972318,1.625127719,-2.294232912,-5.734245805,-8.403039675,-9.926543089,-9.872754347,-5.53495233,3.066656436,29.25077719,65.45616525,143.5941273,279.269146,490.4609932,815.8518504,1294.407897,1773.940167,2196.080752,2485.054812,2632.680711,2680.56968,2683.080914,2664.099994,2641.13442,2619.175872
C8,-28.89739337,-13.66369733,-5.523045299,-0.691303189,5.798225401,9.395002643,10.17646507,12.22509261,12.1388397,6.418366013,1.431668953,0.21649555,-0.040843085,3.010948813,3.756430376,8.640515989,30.08638188,68.50562967,135.5014088,272.295248,473.6699653,820.4641274,1270.022247,1690.179037,2041.222992,2292.814504,2451.28822,2541.55417,2588.704125,2609.504458,2617.074304,2619.439739,2615.344524,2607.657008,2598.800339
C9,-31.50270925,-16.30351413,-7.606239657,1.007279196,1.902287786,7.145082488,4.882452731,7.954581763,8.414680779,5.836889778,6.735829499,1.5565736,1.01313043,1.002124636,-5.421718536,2.414997203,3.65495884,9.392478043,20.66770923,47.12815219,95.22909729,184.5267829,340.0081071,572.9111571,966.6902328,1397.723213,1834.699728,2195.173315,2434.603275,2569.545264,2632.437198,2659.350526,2663.554283,2656.753383,2645.108322
C10,-17.9432617,-6.762547543,1.17716857,3.219883151,5.547402253,9.411056713,6.158427407,6.542338793,4.3678223,0.395471991,-5.48804512,-9.473835752,-14.22358367,-15.92009801,-19.77523429,-16.29686148,-13.87500209,-4.637747322,17.83538316,74.0000843,159.5252529,331.8401087,606.0405298,1030.118893,1490.381825,1939.064112,2290.907633,2505.543702,2604.382088,2635.875452,2634.942833,2627.850754,2616.881303,2604.804546,2591.709403
C11,-29.04079018,-13.4330718,-2.193009496,1.361970575,5.504849297,8.715045328,10.24523715,7.186314445,8.979162229,5.875034799,2.250137876,-2.837623564,-8.926074687,-7.490316011,-10.93932218,-7.020033436,-4.581113265,12.03259704,42.00263903,106.5659035,210.5498856,412.8421525,732.5382427,1177.045967,1634.999382,2054.487946,2363.77989,2543.894377,2628.478866,2657.600039,2661.52524,2657.066769,2648.057155,2636.256712,2623.11622
C12,-32.24872425,-15.56422917,-6.31322281,-0.501327669,6.13841297,9.581360788,10.1729539,11.06630296,8.472209605,3.780734751,5.9435613,-0.335031201,-0.587504759,1.509454576,-2.90081326,4.083243423,14.9134343,39.90440906,78.54175292,176.8028852,327.9019963,603.5722914,1015.706106,1506.674862,1973.688859,2369.493121,2651.734934,2829.899188,2934.005197,2991.709307,3020.177335,3034.305075,3037.503179,3032.759104,3022.412714
C13,-3.484157612,-4.101571641,-3.520207984,-0.251216072,2.159113745,5.126745809,8.553177618,11.33526436,6.066633531,2.623525692,5.145501508,0.660829874,-0.743466886,4.654798112,-0.852692935,3.902017014,12.40122162,31.84801818,66.70675888,143.407194,263.5093658,495.6337797,833.5582173,1262.091438,1683.467064,2056.410656,2334.733315,2514.285997,2620.389716,2680.471169,2714.295175,2732.482308,2740.72891,2736.221924,2724.294198
C14,15.44968511,0.457714966,-1.067579693,2.113109742,0.751877917,4.708043088,5.103603614,5.479410243,7.309548936,2.798483684,2.32673557,0.91284576,1.328259807,1.016841506,0.88506005,3.944120524,8.569394128,31.63165727,62.95761801,131.3509371,238.0409531,446.6373672,760.0547625,1172.841424,1591.456476,1975.119964,2273.241657,2473.072741,2592.748299,2660.880871,2697.034914,2719.079821,2728.716036,2727.925476,2721.483614
C15,-7.982104214,-9.209372976,-2.859564368,-0.367629581,1.946844373,5.656356948,7.399195275,9.741986643,8.158046436,4.536712015,1.223955263,0.018243074,-1.540421443,4.165406341,1.432765619,7.553793178,18.23378193,47.3578075,91.48452654,186.1319816,335.6652499,609.7600981,1022.811324,1455.842006,1879.075762,2228.986377,2475.626475,2628.895168,2717.051073,2767.017167,2792.451361,2808.519542,2814.348844,2811.778024,2801.890627
C16,-26.5103456,-14.65818836,-5.102383787,-0.969318222,6.159846569,8.171001392,11.17111655,11.29746314,9.586799273,4.545735987,4.097787988,-0.201470657,-0.23886955,2.161984859,-1.280510036,3.32712505,17.17593461,44.87901211,90.94059392,192.7655456,351.8907636,635.5139397,1057.881243,1491.99759,1904.405148,2238.626212,2472.886318,2619.983314,2708.041715,2756.021938,2780.533571,2793.69791,2798.888591,2793.960265,2781.829733
C17,-1.13900839,-9.30465165,-5.815380439,-0.998766415,-0.240865557,0.720363316,1.970967676,4.24073545,7.759849265,2.856830896,6.264415372,6.43001817,4.862323572,5.892062371,2.45621022,1.130184708,0.582987109,0.53279267,-2.146036664,0.711083539,-2.325661131,0.99900541,4.378173044,12.21494303,23.10722126,43.20301889,90.48357676,165.2405235,294.9103164,510.0016551,857.8792728,1389.044989,1938.366511,2436.567827,2850.490849
C18,-33.13601994,-21.96899431,-18.56153917,-11.74302062,-9.6832918,-4.073048011,-1.65689169,-0.713847039,1.543874953,0.617704652,4.990419417,4.839559552,2.855696961,7.224389905,5.913796919,3.222370786,2.936725553,6.465924854,5.84431761,6.46363006,7.868097072,5.147117911,6.112363284,5.618099442,1.817626421,3.354719329,3.134038699,2.266807954,0.675542485,-1.257788474,0.765086264,-0.835242538,-0.319409372,-2.781522779,-4.617950135
C19,-21.28141093,-13.42794017,-10.78695209,-8.995622971,-5.380496348,0.009603913,-0.698830083,0.100278381,5.078828064,3.831547076,5.07920094,8.498962911,5.28108236,6.44803664,6.122466722,4.986120731,6.559374394,7.168272265,7.808834058,1.525938408,7.425547282,4.789598564,5.851638989,5.440023419,4.349501021,0.313817115,4.083282091,2.197120143,-1.808449109,-0.056983397,-0.09259064,-1.304802515,-3.394300663,-5.112299345,-5.127945775
C20,-26.78646486,-16.41594465,-12.36474276,-9.66287637,-6.882715981,-3.875483939,-1.894732595,0.074195432,1.621819337,3.191202039,5.493646154,5.272039614,4.57909526,3.598649097,7.247303724,6.200985469,7.93720711,4.53412531,6.9397135,5.489519537,9.513420899,6.240543715,8.202153991,5.111378347,3.546332664,3.05294279,4.943830717,0.035512196,5.265377449,-1.60532295,-2.353035359,0.218988635,-5.074635724,-5.323588574,-5.248554351
