wellLocation,Cycle_Number1,Cycle_Number2,Cycle_Number3,Cycle_Number4,Cycle_Number5,Cycle_Number6,Cycle_Number7,Cycle_Number8,Cycle_Number9,Cycle_Number10,Cycle_Number11,Cycle_Number12,Cycle_Number13,Cycle_Number14,Cycle_Number15,Cycle_Number16,Cycle_Number17,Cycle_Number18,Cycle_Number19,Cycle_Number20,Cycle_Number21,Cycle_Number22,Cycle_Number23,Cycle_Number24,Cycle_Number25,Cycle_Number26,Cycle_Number27,Cycle_Number28,Cycle_Number29,Cycle_Number30,Cycle_Number31,Cycle_Number32,Cycle_Number33,Cycle_Number34,Cycle_Number35
N5,-17.96813197,-8.779417373,-1.740223938,1.991309375,3.706432839,5.203366675,7.227713394,10.05477895,5.261727209,-0.822313468,2.195160705,0.283623292,-3.098798666,-4.452397785,-0.203941773,0.453420284,8.050082432,22.62979491,52.34455026,110.4047148,209.9926066,396.0885147,699.1363737,1158.078861,1651.75861,2134.600005,2517.963396,2758.472582,2877.079571,2918.611661,2925.433831,2920.043155,2910.026061,2897.037085,2883.202764
N6,-0.998495495,-6.126818642,-3.396631931,-0.407890029,5.28718858,5.022127695,6.462986932,4.863717037,6.67885226,2.260526057,0.359182103,0.037602747,0.360588018,2.799363959,2.175786033,4.258745435,12.3143506,28.84332126,64.51355703,128.96048,230.7857461,430.0597636,754.9496216,1207.751575,1678.34352,2113.904107,2439.940992,2630.370331,2716.99856,2747.955845,2750.13135,2743.278189,2732.010118,2719.985053,2708.464794
N7,-14.86026944,-10.84205162,-5.321518843,-2.283224029,9.516953732,5.561070131,7.534202706,7.222000908,8.347072114,6.745139985,3.448639214,1.700507399,-1.247895699,-0.121387853,-3.044993314,2.746543974,9.568361184,23.65387639,50.6736606,112.7050406,206.131411,392.2692116,684.0669683,1125.318947,1592.894311,2044.029128,2400.504925,2628.494032,2746.286278,2793.505195,2803.051644,2797.03184,2786.811779,2772.075739,2755.191612
N8,-9.008767251,-0.525621249,-3.349763409,0.297313584,1.357295161,5.484920189,7.07711053,2.568588083,5.67505881,1.750640755,-0.228529912,-0.35148292,1.066486896,1.47850873,1.34951907,8.441205986,14.4200975,35.07454704,66.50165671,134.7481526,239.8107448,446.2190773,768.1535549,1218.897352,1681.951711,2108.221321,2430.22125,2631.027704,2740.770636,2798.203261,2826.262433,2840.681382,2847.185609,2845.482836,2838.805191
N9,-0.991672511,-8.961128867,-4.307028922,0.186608663,1.910154849,3.536728276,9.662634083,8.843093086,5.644823643,4.39513126,5.002557332,1.15816942,-1.885998152,2.267506378,-0.026376368,3.628982161,5.679833064,19.1342416,35.78231965,78.0106289,142.6368383,279.0326054,498.8590852,825.4967687,1307.819052,1791.372147,2222.415642,2517.747237,2665.129407,2708.947033,2706.666771,2692.809942,2678.413824,2662.118246,2645.181908
N10,-17.34309162,-12.53331391,-4.192203832,-0.700270559,2.261309355,7.349701619,9.936453379,8.453321951,10.05448126,4.188297927,5.28452356,2.174185449,-0.625364199,-1.837212246,-4.607656369,-2.681633055,-0.660365737,9.379526132,28.70146431,61.10028468,124.7926889,246.4023613,452.8715297,765.2927939,1226.468156,1699.70272,2142.065761,2474.67211,2680.581313,2788.833275,2838.207195,2854.964027,2853.347812,2841.581454,2828.950135
N11,-14.81935563,-5.33262182,-1.678847021,0.613428963,4.423326233,3.397408319,6.489921068,6.058006998,10.80344119,3.87497458,5.146106026,2.304479398,-1.613608093,1.863962618,2.661906029,4.883453913,17.2021284,40.25131873,77.81864467,155.7378507,293.3973723,534.6147009,910.960196,1386.037681,1844.64468,2234.600443,2505.2977,2658.595389,2730.853984,2759.386003,2765.383065,2762.258181,2754.381667,2742.570303,2729.231351
N12,22.21941636,-1.760581831,-2.291372568,-0.940163184,6.303528946,9.563056421,10.8539014,6.21261455,5.543518961,3.800490172,2.274910658,-1.545864101,-5.932812745,-6.37811682,-8.923209166,-8.802917397,-8.044042839,3.039660208,20.93215537,70.46976709,144.5948576,292.6228897,542.4964227,878.6813126,1328.817496,1755.141155,2117.399894,2378.076463,2545.314692,2649.112318,2711.903758,2747.2256,2764.473545,2766.53975,2762.453738
N13,-6.062484855,-4.385536931,-3.237281933,-2.878180688,3.504620951,5.994427255,8.977818772,3.901119792,9.342244296,6.270923539,4.556845888,-1.174671565,-1.105340131,-0.184652391,2.254658288,3.954795012,15.14972868,38.94203156,79.90631287,163.1264674,304.0329293,553.7779239,924.3686111,1375.246984,1806.682969,2177.652531,2449.436077,2627.31243,2736.171425,2801.021973,2839.788115,2861.227525,2872.458884,2872.509812,2868.756835
N14,-20.99749302,-11.36893899,-6.012017177,2.687155383,5.961521059,5.391152743,4.427783807,5.896128142,5.662690808,6.241655833,5.054434714,2.85593303,3.602139034,-2.242882458,0.021569531,3.641024448,6.314134146,24.90671492,45.26723255,100.6146927,187.5352234,355.0797004,630.6537653,1041.170141,1482.790117,1919.890372,2277.19894,2519.962984,2661.56734,2737.785024,2774.949397,2791.207738,2793.913451,2788.755461,2779.824974
N15,9.282885088,-1.981152369,-4.072385339,-1.116917486,5.738231911,3.501102921,6.609185471,9.029673222,8.832660459,3.370736686,4.366672442,0.930142091,0.563250791,2.181661084,-0.395072553,-2.293012641,5.12367712,14.61208953,39.82370475,87.1752837,168.5590532,328.1722746,583.2131378,934.3376448,1392.23328,1818.803258,2172.847088,2420.909627,2569.658269,2656.028423,2704.294775,2731.770236,2743.647205,2740.633299,2731.43205
N16,-33.58486223,-25.13065005,-22.70796789,-14.09846637,-12.5267107,-7.731540823,-3.092489804,1.512946527,0.694881493,2.340959326,1.20233171,1.315141575,3.937264246,4.533689459,8.525427825,5.239553679,5.78592529,3.085848762,5.585622528,5.215906509,3.992637241,5.581641703,7.102302855,2.40054643,5.662667964,2.236268391,0.235670845,0.220718083,1.656521213,0.775423637,-1.050954431,-3.278914146,-3.623592656,-2.674938231,-6.449428126
N17,6.009921846,9.935253683,13.14392292,17.52523057,22.77043929,30.93706242,34.85789124,38.13133845,38.94617563,41.59126291,44.53130659,47.87182672,51.04371852,51.25659803,54.17262621,56.39343207,58.35310395,55.98794939,57.76479082,64.73267397,61.75408123,65.50284861,65.05457516,68.36993516,65.97774017,68.93936664,73.68754844,75.22175687,72.27129677,76.05253681,76.00082029,79.00693261,81.76457167,82.94135747,82.15466127
N18,-6.904680139,-4.692166326,-2.942870575,-1.391053432,-2.446047568,-1.682311081,-0.483033063,-0.465732289,1.261338185,-1.69446082,1.359486014,3.113299466,5.734090221,6.044831308,6.297317636,5.413949213,3.746088449,3.324949686,4.903035394,7.331999603,3.33512853,3.954199892,6.458078606,2.424601806,2.606518364,4.10923526,5.465956929,3.008075356,-0.413901707,0.050230214,-1.560312481,-2.257841735,-1.721646514,-1.054967788,-4.719453533
N19,-10.73467556,-7.020673205,-3.735956941,-3.932060684,-3.194065762,-1.36845971,1.533270647,-0.304085427,-0.971999002,0.452567274,0.865630558,4.542050619,2.261106186,8.706903369,5.799946745,5.546202324,5.805579737,4.992897532,7.102536009,6.557500449,3.685539977,3.3141518,4.36491513,5.368595256,2.500233789,0.642190701,3.359538787,1.887885024,1.945547077,-1.466687107,-0.579507831,-1.602992889,-4.167117809,0.254223519,-4.508311954
N20,-14.00418164,-7.916397542,-5.621202037,-6.409964337,-4.490250559,1.55175085,-1.236496048,1.14699447,2.359322384,-2.206980739,3.308731329,9.439080545,4.159317617,4.575936482,4.400301861,5.831965029,5.901627596,5.741820748,6.278598621,4.226181785,8.025691565,6.531930561,5.701621651,3.773650016,3.744535263,3.764171934,2.925335378,2.032138056,-2.413683833,-0.481429446,-2.005090246,-0.575613977,0.540183709,-4.356621956,-5.471370577
N21,-12.00296285,-8.267288863,-7.833859549,-2.744452894,-2.403050253,-0.803625882,-2.616945476,1.982289854,1.822216782,1.754388461,4.826797819,5.327097614,5.125910765,0.378405318,3.720422541,9.082911215,7.650851749,4.699687474,2.17427804,5.833425252,5.202109245,4.788135102,4.895885067,4.162594214,6.748334214,2.80278824,4.436578642,4.557591508,4.469217193,-2.311601441,-4.963990267,-0.079086136,-3.446586051,-2.024914683,-6.447698247
N23,-16.79172019,-10.6809643,-1.926948735,-3.50957548,1.644023449,1.592913766,2.689806926,6.067782599,3.784563461,4.037969125,2.976418097,1.920686048,2.572238496,-0.636251923,-1.504222911,-1.105796839,-2.684967988,1.582681351,-0.214467502,4.728874807,8.340060004,21.87477765,39.66835034,79.65533426,146.8638965,277.5518734,501.0576476,859.6477302,1379.867157,1896.357752,2362.822833,2716.575092,2953.784964,3101.241351,3204.18428
N24,-38.42567545,-20.64324482,-6.641974622,-2.76221813,-1.562478811,0.62499107,4.806310376,7.730394295,7.680941789,11.91942229,11.85499499,8.597695907,3.939125463,3.51576447,0.734233534,3.664738665,1.73040388,-0.710959307,-1.40893825,-2.89239496,-3.060871672,7.590089794,26.6956582,55.98746018,115.2430009,227.4562975,431.5136271,761.3016167,1266.78428,1785.480526,2268.461793,2651.179423,2910.129007,3072.359175,3182.807743
O1,-4.437928224,-9.789359857,-10.9225994,-5.355353893,4.251743337,11.37494176,16.88828505,12.97229804,15.68382871,8.016832444,7.352240781,5.789715341,1.034330155,-2.472210966,-4.383070819,-7.754388369,-2.244605335,4.02445691,23.29312843,68.45677236,142.0959411,288.1863342,535.896299,887.4518085,1364.911557,1815.631371,2189.395761,2429.327598,2547.067094,2587.009175,2589.974803,2578.87457,2562.376581,2544.963052,2529.110898
O2,-25.63029946,-15.33508445,-6.630748613,-2.889638842,3.06454472,9.578096935,10.07451158,9.336071473,11.24479713,4.034672257,5.189606513,2.335789861,-0.934748143,0.881003171,-0.973733288,-3.792710329,1.034629177,9.278337902,25.72359711,65.04608806,132.4035253,267.2803726,490.2009355,825.6757222,1312.006882,1799.803557,2237.041063,2542.94196,2707.107129,2770.257866,2779.220988,2768.768009,2753.449104,2737.419312,2721.299967
O3,-31.95868527,-14.36520405,-5.174615383,-1.043892107,4.172041793,8.460363683,6.197062249,8.069697367,8.96931927,4.01398147,2.946063386,1.041066376,0.220601799,-0.40383643,2.395565806,0.372381982,7.297443825,16.96738321,38.63565756,79.29762751,155.9520847,301.5780603,544.3685111,899.4479933,1422.301616,1940.092988,2395.156668,2713.666257,2885.556854,2956.419616,2973.003986,2967.712334,2954.476862,2936.733878,2919.296225
O4,-26.16264363,-12.18946284,-3.750400687,-0.236532296,2.744944002,7.060312876,5.509221565,7.141324762,11.38582467,3.278429341,2.320414117,1.729870556,-0.240252068,-0.808453257,3.088303707,4.906363014,22.11439604,51.09462845,100.7223526,202.3009769,365.5900179,655.9010029,1120.899182,1622.232234,2122.122913,2536.350395,2823.052406,2991.876541,3081.93234,3123.661376,3141.852748,3146.431468,3144.14541,3136.305856,3127.019366
O5,-25.2470273,-12.04363084,-6.86670166,-0.838044669,3.983559873,3.815499872,7.032480146,9.621289604,5.242562705,5.357458801,1.846730793,-0.789415986,-1.301541602,1.149647491,-0.258031296,8.460026361,13.06338881,31.50667768,61.92335527,122.7287322,226.5082004,423.6644879,741.1425762,1228.400853,1758.238262,2279.870447,2696.008058,2956.703087,3087.725638,3136.989698,3147.120182,3140.370643,3129.882127,3115.001411,3098.489196
O6,6.350593472,2.836986966,1.720393225,0.173382069,1.278109391,0.317235904,0.379620603,7.008210884,1.550700338,0.272778587,-1.307283394,-2.425130945,1.189948558,1.887842439,-3.943827512,0.341290326,2.37750871,1.847255622,0.05525631,-2.617873956,-0.356474905,1.327742285,3.411972676,3.691432738,3.406052291,8.45399304,9.561298106,16.90628055,30.17983953,45.0192003,80.53742028,140.3801173,232.924266,399.079724,657.1329122
O7,-34.13699901,-18.29286459,-3.905209064,1.097662608,-0.355288401,7.074521319,8.242262743,7.696139819,8.648602476,4.963794941,4.07064067,0.068782992,-0.92841293,-0.344434148,-3.559176206,-0.468482487,6.793829324,14.53663633,30.20430168,66.33410322,127.6875034,236.0420321,431.0550453,718.6989433,1194.797868,1716.977421,2244.101449,2668.424953,2928.656153,3043.348418,3068.01839,3054.553971,3029.743225,3002.944323,2978.85991
O8,-22.93957382,-13.13474342,-4.763593628,0.270346579,5.085447135,7.474178088,5.342912097,7.317904495,5.480703481,2.903206528,2.127752982,1.956668828,0.209056826,0.540179025,-2.835251614,0.425896202,5.697934635,18.12126176,38.8172078,79.35597446,150.3075438,286.6277392,512.0106999,848.7648516,1321.304407,1790.105905,2210.75577,2509.390486,2683.673924,2766.181116,2798.881923,2807.023859,2802.220639,2789.910414,2774.243447
O9,-8.37021861,-6.612262637,-7.239676993,2.9826513,4.389350562,11.79838658,8.213475033,8.054385614,10.35556612,1.875786023,-0.294292834,-2.795901168,-6.733211321,-8.25719692,-8.981957106,-4.836824329,-0.074048805,16.3119575,50.51766179,118.3097855,241.623745,452.8248645,810.6044192,1330.849808,1882.737552,2410.350408,2825.498946,3085.2763,3219.234816,3273.269952,3287.177806,3283.065305,3271.037369,3252.81983,3232.670655
O10,-11.26102961,-8.311940285,1.156986193,-0.780533856,3.998715618,4.526434119,3.810607104,5.274124258,3.319500372,2.583881102,2.598494977,3.283856764,-0.379151365,-0.734701636,-0.809233324,1.36317399,9.516693054,20.36002632,49.25496174,104.6261566,202.2823983,370.6074493,658.2259951,1104.339733,1592.160071,2080.328813,2479.577064,2747.547613,2899.366201,2974.766027,3007.711872,3017.546528,3015.785053,3003.678855,2988.117597
O11,-21.28347406,-13.35646119,-4.338871788,0.215876115,5.182013924,5.992677445,8.311060983,9.287852182,7.148404575,3.599026644,4.244252421,0.64133742,2.512954571,-1.054444046,-0.643272325,0.00471576,5.506184204,15.91794179,35.54930854,81.27246945,156.8333575,303.067156,550.1712021,912.3758126,1437.33238,1955.271058,2417.867039,2752.900584,2952.688694,3050.461645,3093.195146,3105.863576,3104.806896,3089.927396,3071.434119
O12,-42.26916537,-26.01116271,-17.42233605,-10.04661542,-4.537902399,-1.054980008,4.741616487,4.62200291,8.014485762,5.325974404,10.30000537,7.5469119,9.793812195,7.310134211,8.664011565,7.997880822,5.020234421,1.343984231,2.284425882,0.673957424,-1.477921856,-3.822568228,-2.966073218,-3.308788135,-7.091878941,-1.353543721,0.137564455,0.060498079,-0.469679508,1.219014021,9.097867505,25.40853021,51.26470873,99.20667217,180.0455825
O13,0.605748928,3.027201971,0.616076828,-0.717388246,1.822450162,2.491518431,5.305216082,2.788062177,2.67751038,1.822406034,0.300305861,1.240594857,2.731639845,1.324087402,0.763428551,3.387854441,11.34066121,23.46289384,43.5082963,95.64634997,171.8322196,319.3553944,567.4977685,903.3736204,1346.896808,1767.318794,2126.498608,2382.361554,2541.913113,2631.751984,2684.002336,2713.519095,2729.713798,2731.374562,2724.976593
O14,-4.030400648,1.664360695,1.25137292,-1.893777737,2.267381999,4.147960631,1.510956655,2.897157078,5.812599934,0.09256948,2.169795837,-1.830907565,-0.455017813,3.220130886,2.041967912,7.271490741,7.019054502,14.91710664,31.87335712,64.46763167,111.6373612,208.7184833,374.5514114,620.7961395,1006.826795,1413.473747,1812.974601,2134.734523,2353.335783,2485.610843,2562.826004,2611.121904,2637.114787,2645.149212,2642.900601
O15,-24.22635158,-14.00730787,-14.09967196,-9.620932905,-4.703823818,-0.315181103,1.326568321,4.86737866,5.457855022,3.636875777,3.54432808,3.029211622,5.970954612,8.932691574,8.096356105,4.29672766,4.967948701,3.466070296,3.668697295,2.857657073,1.60456055,1.738953521,1.693448257,5.410908748,2.341350607,-0.831584047,2.526018568,3.503920047,2.320647755,-0.831151401,-0.13531791,-1.959560424,-4.645119122,-1.326605595,-6.342545539
O16,-18.60493218,-9.344908054,-6.020074922,-2.28568291,3.775217334,7.198015961,7.315192368,9.170100692,7.246795896,1.422035232,4.279719041,1.223602692,-3.711984783,2.148174545,0.566887263,0.99596853,6.197686602,18.01810774,48.75269747,101.5398866,193.5117473,361.9547761,642.7783211,1056.999883,1504.575182,1948.565448,2313.517838,2566.018521,2718.15169,2805.985909,2855.974996,2887.76474,2904.10797,2906.468997,2900.056611
O17,-12.88575149,-6.661004842,-5.48805745,-9.243323088,-1.067830156,1.00945974,1.355725629,5.375347779,2.068850577,1.412928019,4.277719345,1.785466059,1.435709947,6.235478105,1.618948003,0.999482658,2.458560113,5.77165203,3.189746968,3.389963701,3.193983481,0.900842279,4.320356477,1.070973255,1.290126099,-1.949987181,2.536969367,0.584389041,2.490385218,1.778927349,0.346572237,-0.119843539,-1.099011941,-0.692722752,-5.554196132
O18,-5.719181199,-3.460400555,-2.845126836,-2.548338925,-2.912095365,-3.565385959,-1.904827585,1.836315593,4.961476693,-0.874562108,3.824847011,3.352338677,1.273295682,5.858842538,1.091851599,6.364488044,5.78846215,5.785080978,5.832837996,3.679583947,5.94260657,6.329790788,6.00115312,5.195706989,2.022328894,-0.176618962,2.994193564,1.130473832,-1.26709581,2.466663969,0.558356933,0.672242709,-4.612287367,-3.871642229,-2.298569115
O19,-14.15075239,-13.90759965,-9.476761825,-9.652786899,-5.050323176,-2.800733056,-2.800963628,0.568047425,2.639067214,3.931873607,3.010901344,5.391527092,0.715304454,5.712318338,3.774517263,7.600643938,4.452314347,5.936187284,9.052284085,4.441252861,7.166903388,3.589638195,3.800610981,3.698825184,4.18917493,0.593451461,4.215404698,3.117759495,-0.043858211,1.193629964,-1.529664218,-2.5203712,1.803384825,-6.88411054,-5.050466529
O20,-8.235860566,-6.738356155,-7.250202568,-6.449288659,0.333998416,-1.961202756,2.444719137,0.531136707,5.323416168,2.813453932,2.240050426,3.817288588,2.887998897,4.452245765,4.127945621,4.139677505,2.567826393,7.913210716,5.311700122,4.483890842,5.872220784,2.276451007,5.590616967,7.092533473,4.582328715,2.836262123,2.983739842,1.31872368,2.844840979,0.204750363,-2.142086039,-1.935785555,-1.446067941,-5.800450906,-1.885330516
O21,-14.17229743,-9.302388725,-7.636293529,-6.546623383,-1.326265741,-4.065035542,0.11599422,2.552541958,5.204333281,2.725341812,1.310841082,4.423315562,5.735146975,7.125548322,0.690214284,5.192997073,6.556690974,7.359005849,5.533683216,2.733477132,5.553577467,5.69174712,8.343429483,5.416222094,3.825063435,4.129118304,2.366425324,-0.616612118,1.018916972,2.779781011,-1.899779636,0.574126206,-3.402958274,-6.414758438,-4.601761794
O23,-15.64839522,-14.81058391,-5.975539128,-2.640512375,2.137128831,-0.987460487,5.00110422,2.342288777,4.59333476,2.348286467,6.621702207,3.90595327,2.247871791,1.284484135,1.185397515,1.591255282,0.067636064,3.171860521,-3.314726827,-1.786660238,-3.296907875,0.715541307,3.87219119,5.890476386,18.22373818,45.47885506,98.82559846,186.1326181,350.297445,614.9940431,1081.996859,1610.487576,2165.558477,2637.312938,3014.706336
O24,-18.20839305,-13.20816012,-5.570726927,-6.264697822,-3.210432974,-1.067833697,3.826950327,6.325319485,8.347897255,5.854382207,8.432443917,6.334353374,7.095540456,6.307718175,2.034313049,1.696838459,4.141962841,-0.845158781,-3.858341868,-3.929309868,-3.256720838,-4.195590931,-0.358557094,2.945349246,14.10550947,39.66042818,86.96237594,174.7439231,335.0774222,590.471456,1041.919252,1539.670717,2049.300219,2467.29714,2791.357226
P1,-11.3395757,-1.868795564,0.354904922,2.845536933,5.562550113,7.681385386,3.985128848,5.216880905,1.779662584,2.243221921,3.456132391,2.76641965,3.677514094,4.161661547,2.186494837,3.452905336,3.636209153,11.03121017,24.5121626,57.12774164,110.3865394,220.0104668,403.6699417,679.4693257,1110.322948,1564.922787,2000.655944,2333.847219,2530.987639,2619.869792,2645.299699,2643.233203,2626.665628,2607.082955,2587.61958
P2,-22.38189489,-14.21596905,-6.428718375,2.354907532,10.22015506,12.71320156,14.8263138,14.79618369,10.75728873,8.1670403,1.662009412,-4.093859572,-11.99357029,-15.92400028,-21.20783319,-19.29318428,-11.70270499,4.737722667,47.35032545,133.8981981,285.5254347,552.9971149,966.7936855,1474.836849,1953.011641,2348.762659,2618.450227,2771.737398,2845.667992,2874.337726,2879.364287,2874.079969,2861.526659,2843.846334,2823.218287
P3,-27.87480225,-11.51190244,-4.465534565,4.449218541,8.120510629,12.1347855,8.510966021,10.78042408,11.76647527,6.473676972,4.001914784,-3.332115986,-9.837131102,-10.20739003,-15.15751338,-11.45157297,-1.609558327,28.55794016,75.09039292,186.4466154,365.468341,683.0284916,1191.20885,1729.697547,2256.076505,2677.460934,2955.872689,3105.878437,3173.677973,3195.499388,3192.018148,3180.747591,3164.066407,3145.909434,3125.256856
P4,-43.43967747,-18.12180597,-10.27310302,-0.208412339,4.549184395,10.77632751,11.17806671,14.18952998,9.781862913,6.343129831,6.051275543,1.917038367,2.268708055,-0.111200039,-1.38748739,-4.533104992,-1.969358974,10.75020085,29.16570437,85.25660571,173.8986806,348.0393326,626.8675628,1081.62761,1585.140533,2096.076685,2519.187491,2795.556516,2932.284126,2979.706771,2980.66115,2969.406224,2950.258535,2930.861499,2911.185435
P5,-34.51400046,-13.43747812,-5.422881787,3.80398504,6.523330433,6.848439409,10.43961541,9.743033289,8.799387711,5.425451256,1.905321243,-3.909128488,-8.143984473,-10.82302257,-12.83156325,-15.24085967,-14.90757446,-13.74370382,-3.442220951,24.25842163,66.41740823,168.1452944,331.1705488,597.2020074,1047.718683,1557.69227,2094.307847,2552.455124,2858.250026,3017.662388,3074.723808,3082.049213,3063.958622,3036.256037,3006.382903
P6,-20.14890751,-14.28166352,-10.17413797,-7.747082026,-0.917364248,1.776650045,1.519049059,7.032307378,8.503314998,8.637436523,5.261993311,3.087053282,6.849904173,5.864158199,3.516806298,5.449012259,-0.969912959,1.560724693,-2.007449255,-0.160834374,-5.042308033,-2.508971388,-0.563407722,-3.021860341,-4.970993561,-3.307669537,-0.575543306,1.968690438,6.58990584,17.25858106,39.25530973,79.31971007,152.5962694,279.9322989,496.6612004
P7,-13.17563561,-3.733889574,-2.885751646,2.720095981,7.307419775,10.54262454,8.0303478,6.793108421,7.761340612,5.758893475,4.440716564,-2.299154025,-7.28245018,-10.68417572,-11.67705341,-13.93027918,-12.03893001,-6.085027717,11.53183806,46.40616682,110.6429199,234.3154074,452.2636904,780.8040992,1300.106778,1847.240627,2371.922709,2770.905516,3003.602187,3099.407814,3116.17242,3101.367997,3079.111235,3054.669455,3030.130098
P8,-20.4947581,-16.49854396,-7.252362486,-0.072033582,6.477311842,10.03616412,8.87773722,11.85912909,10.88325996,9.658518838,5.973415298,1.7857981,-0.92502655,-1.846471459,-7.412843196,-3.810221093,4.707605771,23.27268629,54.67547212,130.7427979,249.8243136,477.6276974,836.8925319,1342.195923,1862.547641,2343.562849,2703.8382,2921.198939,3027.564473,3070.004379,3080.831048,3077.932498,3067.414544,3050.65675,3032.236528
P9,-26.49642205,-14.7486503,-3.681401371,4.139801774,5.970392987,6.393807161,9.320010013,5.634489784,3.644015456,2.133051585,7.998204455,3.843679369,1.619101316,6.261435386,-0.249329487,3.814954068,12.83581513,25.82942434,52.51713432,115.8737855,213.5967785,395.6585763,690.3213347,1159.95337,1675.360736,2190.837454,2603.3036,2851.085105,2951.884313,2963.740063,2939.871176,2908.811605,2883.168007,2862.41972,2846.03643
P10,-47.6608435,-30.14380345,-16.3586345,-5.292993601,3.05107751,11.27926818,14.61849313,17.02434551,18.75765081,13.60909473,9.485721597,5.63862879,2.550483788,-6.028951289,-4.004367497,-0.87320278,2.860816631,14.60673105,36.38191901,86.15836268,171.936865,336.3728488,619.5954632,1094.615128,1648.85944,2254.280556,2800.565588,3194.305758,3422.528163,3523.017122,3551.399713,3542.965027,3520.644951,3490.481324,3458.205803
P11,-24.6997736,-8.300316379,-0.562017409,3.890176275,10.97268329,12.39153703,11.69511337,6.667801703,-2.654577722,-11.55282015,-19.53254454,-27.67023622,-32.14301597,-37.03707815,-39.25576597,-34.63678592,-18.01383229,21.14717415,84.34500608,226.2948901,446.5886475,838.3885145,1383.872223,1917.636148,2385.123148,2724.217415,2928.860186,3035.640897,3081.872629,3095.502441,3090.059285,3079.240899,3065.434071,3048.199434,3027.708762
P12,-18.0392514,-11.55159491,-4.495745911,-1.981521774,2.285691911,7.322342651,5.020990971,4.377591981,3.26599194,-0.415031634,1.350621283,1.386690436,0.05380118,2.854649656,0.375976513,0.632292441,-0.964630858,-0.772108844,-3.683120161,-2.141757344,-6.190535894,-3.861989574,-2.253345519,-1.242806399,1.240869292,-1.226698967,4.408885816,14.97317047,22.26792239,41.25973198,72.51048173,132.218991,227.0518896,395.8767441,655.8133017
P13,-19.05396634,-5.811267971,2.038477765,0.173452905,-0.170113727,4.863181991,7.167816208,4.961411198,5.559415119,-0.238400209,2.830229335,2.585661034,0.670818523,0.499865547,1.454866157,10.23545264,26.94866305,56.20801496,116.0897415,236.6427276,430.4461266,775.3144085,1318.638942,1884.247062,2424.93289,2856.807135,3146.333823,3316.537419,3410.994246,3462.39818,3490.670928,3507.079033,3514.625428,3514.355341,3508.184668
P14,-24.33780239,-4.903730312,23.10097585,10.65712501,-2.937097707,-8.575021836,-7.394122542,-9.048920581,-7.000809257,-7.467940993,-5.374241875,-5.453434407,-0.567346993,5.376589052,6.586110776,14.91973792,22.88303875,46.90144931,78.49038849,146.6283115,252.3500567,444.2305469,756.3834736,1208.953824,1690.683297,2159.563305,2540.011402,2798.099743,2951.896425,3036.086897,3080.027978,3102.232633,3110.144735,3106.997635,3098.218863
P15,1.95410585,-2.508147459,-5.002155767,0.760660992,0.050145635,2.319950737,5.617503195,9.771087714,6.872313511,5.405647754,7.562720957,3.821269633,0.8943675,0.047988225,-0.923218445,-1.494916767,-1.92843954,10.27618511,16.62262804,54.3101399,103.7431082,205.3884029,376.7150815,629.3092891,1023.208318,1441.011391,1855.602032,2201.749633,2448.107672,2606.580152,2705.925666,2771.392123,2810.027567,2823.465727,2821.231069
P16,10.30285171,14.23055,18.78352285,25.04469713,29.08259801,35.22458353,34.38074255,44.85599533,50.45916091,51.09788318,56.63834679,56.80574633,61.03257132,63.72597934,63.46901301,64.70534427,67.14809709,68.12108302,69.68766796,73.81932568,72.08264537,75.29684653,78.59564992,75.94459066,77.97897483,77.61259801,79.60662377,81.03790905,80.42524949,82.38621001,84.75716454,86.15739237,86.77150109,90.21119766,86.70494244
P17,-31.81739496,-30.54819521,-20.09511026,-16.69621939,-11.61706562,-4.538489547,0.666421675,-0.311157531,2.136334612,4.571870076,8.505311779,5.970977481,6.093469997,10.60638149,6.227653469,3.438220232,2.829609582,5.378105328,3.559721175,5.106666842,1.962588115,6.29965899,3.998436054,3.610124753,0.539737247,-1.488391669,-2.658590422,0.903483295,-2.270986879,-1.787005998,1.226014725,-2.809383848,-1.545638052,-3.478144837,-2.952141465
P18,0.508611016,9.030875521,11.12274829,20.9838785,24.85594148,31.24633043,35.46042521,41.43969899,45.03309836,52.12278626,54.06270391,56.92731586,63.66558158,68.7031672,74.67479897,77.78428122,78.7975889,82.87929389,88.00938532,93.00407114,99.350176,99.16530675,103.7684066,107.716961,109.0309949,112.8269834,114.3382135,118.5829138,122.9125759,126.8208157,128.9827471,134.5358842,133.7382546,139.8156794,141.2731098
P19,-6.047671808,-4.536262097,-0.789397439,-1.507427313,-4.751932724,-3.883066949,-5.290821382,-0.285973652,1.204598387,2.471843852,2.674856217,2.22042088,4.490677221,6.47692558,5.029564757,3.896707495,6.641519185,7.44355718,6.129432966,6.983565859,5.594175078,6.521469356,4.020738446,2.904958735,2.886947381,2.821754887,2.024681619,4.054873391,2.571587351,-0.44572116,0.587981535,-2.745914023,-2.521994073,-1.433458384,-5.369935221
